date,zip,new_listing_count,active_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_feet,median_square_feet,average_listing_price,total_listing_count,pending_ratio,permit_count,permit_type
201908,77461,8,33,0,0,13,133.0856992,2277.142857,417606,46,0.3939,84,
201908,7751,28,138,0,44,2,200.0278336,2018.857143,708032,140,0.0145,369,
201908,77061,4,35,0,0,11,116,2022.714286,219539,46,0.3143,232,
201908,77009,112,286,0,128,82,240.7829338,1660,466320,368,0.2867,124,
201908,77554,144,478,4,108,96,250.7346021,1740.857143,514389,574,0.2008,458,
201908,77957,0,13,0,4,10,77.28036141,1707.714286,201260,23,0.7692,381,
201908,7721,12,28,0,12,1,162.7991298,1225.285714,338881,29,0.0357,251,
201908,77068,8,59,0,36,27,85.17610065,3447,345311,86,0.4576,72,
201908,77586,28,128,0,68,51,120.8138808,2679.714286,458912,179,0.3984,192,
201908,77665,12,24,4,8,6,125.9273674,2348.428571,305514,30,0.25,181,
201908,77515,32,163,4,40,53,130.9217829,2087.857143,309304,216,0.3252,121,
201908,77051,44,65,0,16,40,120.0242409,1679.428571,189715,105,0.6154,435,
201908,77381,60,205,0,92,84,146.9937415,3090.714286,623017,289,0.4098,445,
201908,77414,36,218,0,48,28,116.8753342,1648,226882,246,0.1284,335,
201908,77014,20,38,0,24,34,89.43194955,2174.714286,198547,72,0.8947,281,
201908,7718,8,20,0,12,0,170.4049217,1095.428571,377278,20,0,9,
201908,7739,12,52,0,20,1,265.4360718,2114.285714,1118839,53,0.0192,63,
201908,77303,16,52,0,8,34,129.7872638,1830.857143,257153,86,0.6538,427,
201908,77024,72,431,4,144,70,301.6012174,3545.714286,1569953,501,0.1624,484,
201908,77503,16,23,0,4,18,110.3987961,1428,196173,41,0.7826,116,
201908,77062,12,65,0,36,42,117.2787061,2327,303440,107,0.6462,500,
201908,77372,36,50,0,12,33,123.8040759,1989.428571,264733,83,0.66,108,
201908,77502,12,33,0,20,27,110.0977683,1546.428571,195890,60,0.8182,271,
201908,77494,316,818,36,368,271,119.4503244,3283.571429,444905,1089,0.3313,275,
201908,77043,56,145,4,68,56,172.7242134,2139,366791,201,0.3862,11,
201908,77650,56,323,0,44,29,229.4344383,1564,418567,352,0.0898,359,
201908,77336,32,78,0,48,22,127.1671062,2427.428571,379158,100,0.2821,464,
201908,77356,100,483,4,144,119,134.2865423,2637.285714,495639,602,0.2464,157,
201908,77901,56,104,0,48,29,101.7429538,1810.571429,205330,133,0.2788,360,
201908,77504,0,36,0,16,20,105.5440696,2060.142857,231459,56,0.5556,193,
201908,77518,4,28,0,12,10,108.7226788,1861.714286,262602,38,0.3571,188,
201908,77373,108,206,8,108,142,92.39275183,2024.714286,197685,348,0.6893,189,
201908,7728,96,291,0,88,3,156.9165674,1300,501693,294,0.0103,189,
201908,77365,68,299,0,88,107,117.7893967,2571.142857,323155,406,0.3579,494,
201908,7719,16,113,0,44,0,0,0,640027,113,0,281,
201908,77079,100,277,0,104,68,163.9352727,2917.571429,603723,345,0.2455,344,
201908,77380,24,160,0,60,39,177.2596635,2860.428571,826909,199,0.2438,187,
201908,77388,68,174,0,72,89,96.02537684,2669.285714,275490,263,0.5115,487,
201908,77396,64,186,0,72,104,104.4788545,2635.428571,323647,290,0.5591,226,
201908,77521,56,181,0,88,99,107.1122449,2182.142857,240401,280,0.547,295,
201908,7717,4,16,0,4,0,472.6106471,2807.285714,1749500,16,0,213,
201908,77546,88,213,0,100,114,125.0372764,3044.428571,466538,327,0.5352,24,
201908,77584,152,357,16,192,165,110.5424126,2808.571429,332744,522,0.4622,18,
201908,77583,144,376,32,136,166,120.795984,2570.142857,318785,542,0.4415,473,
201908,77002,20,64,0,0,10,252.3000624,1177.571429,384385,74,0.1563,239,
201908,77836,24,49,0,12,9,126.1346474,1980,369795,58,0.1837,188,
201908,77520,36,61,4,12,50,101.1781768,1588,184500,111,0.8197,76,
201908,77703,8,25,0,4,1,75.1180259,1346.857143,101240,26,0.04,188,
201908,7735,40,103,0,32,1,0,0,339422,104,0.0097,194,
201908,77566,56,124,0,48,61,118.291717,2254.285714,295467,185,0.4919,327,
201908,77378,36,61,0,12,28,125.7620117,1590.857143,260347,89,0.459,136,
201908,77423,44,134,8,24,57,117.9418085,2824.142857,375463,191,0.4254,289,
201908,77575,16,39,0,8,15,93.9590301,2022.142857,233123,54,0.3846,360,
201908,7723,4,13,0,0,0,0,0,2368699,13,0,90,
201908,77044,116,269,12,112,129,101.9540481,2884.857143,325799,398,0.4796,379,
201908,77954,12,40,0,24,4,108.1440009,1715.285714,229949,44,0.1,62,
201908,7727,8,52,0,16,0,179.503858,2307.428571,562663,52,0,303,
201908,77048,12,29,0,0,23,113.4714254,1672.857143,195723,52,0.7931,480,
201908,77459,172,615,12,320,218,114.6815803,2948.142857,391008,833,0.3545,400,
201908,77357,20,142,0,68,55,112.9820062,2473.571429,298047,197,0.3873,440,
201908,77320,60,81,0,12,29,120.7113349,1436,194838,110,0.358,362,
201908,77449,160,319,16,148,209,97.44416446,2223.428571,218266,528,0.6552,110,
201908,77437,24,73,0,24,14,109.8649023,1876,246959,87,0.1918,88,
201908,77550,76,303,0,80,70,173.0427168,1641.714286,417659,373,0.231,403,
201908,77077,108,357,4,152,80,143.3470737,2505.571429,425626,437,0.2241,372,
201908,77506,24,27,0,8,17,111.0503076,1364.285714,150382,44,0.6296,0,
201908,77354,100,276,16,132,111,132.0891419,2908.857143,442718,387,0.4022,115,
201908,77422,28,75,0,24,18,126.1971478,1793.571429,278287,93,0.24,117,
201908,77027,40,188,4,40,31,359.963777,2533.142857,1304823,219,0.1649,269,
201908,77563,24,72,0,20,28,168.6720065,1793.142857,424273,100,0.3889,170,
201908,77622,16,15,0,0,2,128.7553648,2238.571429,260536,17,0.1333,500,
201908,7726,60,224,4,56,2,169.1065135,1559.428571,573573,226,0.0089,219,
201908,77090,28,61,4,32,42,80.99368602,2706,232558,103,0.6885,2,
201908,77385,60,167,4,60,77,113.9028715,2420.571429,298196,244,0.4611,185,
201908,77573,200,397,20,204,207,122.442054,2691.285714,378918,604,0.5214,471,
201908,77026,28,56,0,12,11,115.5137176,1426.571429,180525,67,0.1964,238,
201908,77065,32,51,0,36,40,101.8464428,2389.428571,261910,91,0.7843,242,
201908,77049,36,59,0,8,33,94.92454148,2202.714286,227678,92,0.5593,78,
201908,77532,64,159,0,60,76,108.883795,2232,275220,235,0.478,108,
201908,77036,36,87,8,32,28,104.3572482,1836,189269,115,0.3218,110,
201908,7755,24,70,0,12,0,0,0,794548,70,0,202,
201908,77078,0,23,0,4,11,100.5445192,1475.428571,146769,34,0.4783,497,
201908,7750,4,52,4,4,0,323.7440084,1248,1264090,52,0,337,
201908,77042,44,196,0,84,41,154.6945146,2290.571429,516592,237,0.2092,276,
201908,77003,48,107,0,36,56,189.4410152,1955.571429,379580,163,0.5234,415,
201908,77089,72,129,4,56,65,108.9250928,2291.142857,256485,194,0.5039,84,
201908,7757,12,42,0,0,0,240.2647158,1868.571429,847457,42,0,442,
201908,77054,32,139,4,36,42,166.7155488,1288.285714,220471,181,0.3022,161,
201908,77657,44,110,0,32,8,121.1752181,2215,291264,118,0.0727,273,
201908,77008,160,406,4,144,161,207.8492936,2282.857143,550678,567,0.3966,275,
201908,7702,4,13,0,8,0,95.74865952,701.7142857,682771,13,0,148,
201908,77581,96,165,4,96,80,118.322446,2576.428571,325812,245,0.4848,128,
201908,77375,88,320,24,160,157,122.3162342,2825.428571,427944,477,0.4906,168,
201908,77032,0,18,0,8,6,61.96695298,1715.714286,152703,24,0.3333,110,
201908,77833,48,112,0,36,36,136.4814066,2058.571429,341751,148,0.3214,393,
201908,77004,88,256,4,40,81,192.6271623,1972.571429,433233,337,0.3164,74,
201908,77701,0,22,0,4,1,56.75009985,1488,96039,23,0.0455,399,
201908,77340,16,90,8,16,26,119.8572929,2139.428571,315858,116,0.2889,268,
201908,77351,32,229,0,64,51,120.8006258,1884,336761,280,0.2227,164,
201908,77401,52,202,0,72,31,268.3817785,3860,1016746,233,0.1535,372,
201908,77651,16,57,0,0,13,115.4816687,2024,240205,70,0.2281,273,
201908,77859,8,24,0,0,7,82.32006615,1999.142857,249304,31,0.2917,375,
201908,77301,36,90,0,16,50,107.4039872,2330.714286,260834,140,0.5556,267,
201908,77091,28,103,4,12,34,133.4061632,1734,299305,137,0.3301,191,
201908,77362,4,69,0,20,15,126.3180236,3496.857143,446575,84,0.2174,490,
201908,77435,8,15,0,4,5,131.2614583,2637.285714,362293,20,0.3333,216,
201908,77028,8,38,0,28,17,103.2858895,1350.428571,148317,55,0.4474,70,
201908,77489,32,62,4,12,56,98.70922494,1835.428571,193177,118,0.9032,266,
201908,7734,12,64,8,24,1,0,0,228840,65,0.0156,13,
201908,77066,36,83,0,28,49,87.76533721,2460.428571,219813,132,0.5904,426,
201908,77706,64,206,0,48,12,104.4753913,2646.285714,383790,218,0.0583,220,
201908,77080,76,192,0,88,61,172.2793894,1971.857143,365959,253,0.3177,55,
201908,77099,28,57,0,16,28,92.13202966,1638.714286,146527,85,0.4912,446,
201908,77045,32,60,0,12,33,138.2574719,1955.142857,274909,93,0.55,45,
201908,77617,0,16,12,8,2,191.9174533,1834.571429,492409,18,0.125,115,
201908,7731,112,222,0,52,2,138.5517084,1250.857143,383252,224,0.009,224,
201908,7712,52,192,4,32,0,201.1996077,1218.285714,718221,192,0,228,
201908,77465,4,83,0,16,5,171.9562325,1521.142857,269696,88,0.0602,199,
201908,77073,28,73,8,20,63,89.13387028,2122.428571,190781,136,0.863,408,
201908,77338,56,88,4,36,66,98.47537877,1957.857143,209706,154,0.75,271,
201908,77063,48,177,0,52,40,153.2071339,2015.285714,481938,217,0.226,451,
201908,77478,56,134,0,52,34,135.2493686,2996.571429,567261,168,0.2537,113,
201908,77659,12,46,0,8,5,103.1222767,2258.142857,247427,51,0.1087,325,
201908,77480,16,34,0,4,10,107.4300979,1740.428571,225028,44,0.2941,174,
201908,77541,28,157,0,32,34,187.4219486,1279.714286,258456,191,0.2166,289,
201908,77389,104,338,4,144,102,134.0940163,3391.142857,625303,440,0.3018,144,
201908,77498,84,177,0,52,65,109.6680901,2779.571429,347946,242,0.3672,113,
201908,7733,32,144,0,32,1,202.0942776,2930.428571,962455,145,0.0069,392,
201908,77364,16,48,0,8,11,121.6586104,1659,270597,59,0.2292,499,
201908,77040,64,80,0,32,46,104.8933928,2235.857143,285071,126,0.575,246,
201908,77345,68,181,0,92,68,106.4698958,3153.714286,379978,249,0.3757,288,
201908,77447,56,151,0,80,96,117.8559026,2146.714286,307719,247,0.6358,41,
201908,7747,68,176,0,88,6,0,0,398616,182,0.0341,443,
201908,77020,28,64,0,20,51,180.9790511,1680.571429,273088,115,0.7969,115,
201908,77056,56,292,4,52,37,279.947086,2974,1237850,329,0.1267,172,
201907,77498,96,173,0,56,65,112.0968281,2699.5,345231,238,0.3757,312,
201907,77351,52,235,0,48,53,122.5142045,1836,337550,288,0.2255,310,
201907,77384,56,171,4,52,71,136.1184505,2925.5,463313,242,0.4152,211,
201907,77044,116,259,0,108,138,101.3329637,2892.5,325872,397,0.5328,254,
201907,77845,160,642,0,228,202,147.0196078,2238,380350,844,0.3146,276,
201907,77562,8,24,0,12,4,101.981352,1734,199736,28,0.1667,27,
201907,77983,4,26,0,0,5,120.9860589,1384,211653,31,0.1923,314,
201907,77041,36,132,0,56,41,123.6090961,3245,446670,173,0.3106,67,
201907,7733,28,155,0,28,1,203.7677725,2931,987691,156,0.0065,25,
201907,77095,124,197,0,100,128,97.1226602,2638.5,267734,325,0.6497,260,
201907,77493,188,529,72,188,240,122.0280435,2548.5,340070,769,0.4537,29,
201907,77489,28,69,0,12,56,101.9967655,1798.5,201529,125,0.8116,54,
201907,77053,20,20,0,8,20,94.63009092,1418,149081,40,1,299,
201907,7731,96,228,0,76,0,142.0844298,1406,386309,228,0,68,
201907,77518,12,31,0,12,11,109.5554209,1870,249232,42,0.3548,240,
201907,77082,68,192,0,56,62,122.8932584,2553,495267,254,0.3229,327,
201907,77016,20,41,4,8,35,112.27026,1495,173801,76,0.8537,338,
201907,77627,40,107,0,36,7,109.2242486,1894,251988,114,0.0654,134,
201907,77502,16,34,0,24,27,106.5674923,1549.5,195729,61,0.7941,391,
201907,77389,104,347,4,160,123,133.2050369,3423,603831,470,0.3545,152,
201907,77375,120,338,24,128,164,121.8398706,2851,422283,502,0.4852,36,
201907,77545,24,62,4,24,59,97.08088787,2302,246027,121,0.9516,330,
201907,77708,24,45,0,12,2,95.19145909,1672.5,190415,47,0.0444,263,
201907,77568,40,144,12,52,68,110.5730806,1998.5,234174,212,0.4722,39,
201907,77469,128,410,8,152,182,119.2688501,2490.5,329878,592,0.4439,2,
201907,77377,72,246,12,136,91,120.7709721,2947,413286,337,0.3699,282,
201907,77360,12,90,0,16,15,128.6436887,1608,229220,105,0.1667,83,
201907,77663,0,55,0,12,2,90.26727181,2046,198165,57,0.0364,61,
201907,77459,204,650,32,268,222,115.2557099,2948.5,392209,872,0.3415,52,
201907,77081,12,45,0,20,8,172.7307787,2335,481867,53,0.1778,401,
201907,77096,88,267,0,112,33,170.7345187,2356,458859,300,0.1236,423,
201907,77371,4,21,0,0,5,93.75312338,1754,247798,26,0.2381,195,
201907,77535,52,131,0,28,58,119.6844993,2074.5,258551,189,0.4427,258,
201907,77058,28,72,0,28,26,119.4825697,2281,290494,98,0.3611,482,
201907,7756,4,35,0,12,0,0,0,691355,35,0,27,
201907,77073,40,74,0,20,59,89.64124813,2043.5,191265,133,0.7973,29,
201907,77982,12,66,0,12,7,201.1904762,1820,456164,73,0.1061,356,
201907,77504,8,34,0,12,23,105.5440696,2157,234067,57,0.6765,55,
201907,77901,36,93,0,44,26,99.45725916,1823.5,198076,119,0.2796,406,
201907,77031,12,25,0,4,11,113.7606379,1963,249666,36,0.44,270,
201907,77338,52,81,0,24,70,96.71127592,2107,211964,151,0.8642,245,
201907,77486,20,56,0,20,23,119.2295145,2067,257096,79,0.4107,136,
201907,77517,8,16,0,8,7,185.8823529,2162,396672,23,0.4375,214,
201907,77014,24,39,0,20,36,90.53704839,2172,197862,75,0.9231,200,
201907,77905,12,42,0,16,12,152.0400308,2078,374349,54,0.2857,8,
201907,77046,0,14,0,0,1,254.2914767,1391,437176,15,0.0714,61,
201907,77373,108,192,4,88,145,92.36778029,2138.5,208230,337,0.7552,440,
201907,77021,24,92,0,28,31,147.4342929,1692,323030,123,0.337,68,
201907,77038,8,18,4,4,18,96.54929594,1652,182114,36,1,254,
201907,77531,16,49,0,12,30,130.6984579,1894.5,259771,79,0.6122,94,
201907,77017,12,20,0,4,16,116.5898618,1563.5,204053,36,0.8,343,
201907,7728,108,324,4,108,0,159.1364573,1224,491316,324,0,127,
201907,77802,48,133,0,40,37,119.6460687,2107.5,297707,170,0.2782,441,
201907,77872,0,17,0,4,0,180.5778491,1636,461296,17,0,203,
201907,77630,48,147,0,40,4,82.67588183,1976.5,193885,151,0.0272,212,
201907,77474,16,72,0,8,13,129.7297297,2065.5,402139,85,0.1806,240,
201907,77078,12,25,0,4,15,100.4847755,1477,145439,40,0.6,437,
201907,77550,100,337,0,88,54,169.1100771,1685,410681,391,0.1602,286,
201907,77354,84,278,12,100,119,131.2871017,2949,450065,397,0.4281,466,
201907,77515,40,160,0,52,53,131.182377,2142.5,312760,213,0.3313,318,
201907,77002,16,61,0,8,11,239.0940704,1217,380248,72,0.1803,179,
201907,77059,36,109,0,40,57,142.118863,3093,460533,166,0.5229,481,
201907,77003,36,103,0,28,57,189.4661783,1962,378746,160,0.5534,97,
201907,77026,20,55,0,12,7,114.5010768,1447,186539,62,0.1273,12,
201907,77573,216,395,16,156,214,122.1907296,2747.5,378135,609,0.5418,58,
201907,77437,20,68,0,8,14,114.783251,1873,249947,82,0.2059,370,
201907,7737,8,20,0,8,0,0,0,442456,20,0,433,
201907,7753,40,116,0,36,0,0,0,384269,116,0,451,
201907,77364,8,49,0,16,8,127.4277108,1576,256046,57,0.1633,379,
201907,77494,328,881,32,424,315,119.7254838,3292.5,446806,1196,0.3575,18,
201907,77622,8,14,0,0,2,128.7553648,1979,249745,16,0.1429,4,
201907,77372,20,49,0,12,28,124.8110703,1988,266051,77,0.5714,271,
201907,77591,24,64,4,8,20,120.2960415,1754,208109,84,0.3125,326,
201907,77042,52,195,0,84,41,153.0389156,2294.5,481262,236,0.2103,439,
201907,77386,188,461,20,208,217,119.2058924,2763,390427,678,0.4707,210,
201907,77022,20,63,0,12,18,157.8448913,1522.5,275653,81,0.2857,154,
201907,77506,20,25,0,4,16,114.1702719,1199.5,147202,41,0.64,444,
201907,77868,20,81,4,12,43,116.5283816,1675,252419,124,0.5309,482,
201907,77657,40,111,0,36,6,120.8744317,2242,301190,117,0.0541,17,
201907,77578,44,171,24,68,58,126.4638968,2714.5,344137,229,0.3392,365,
201907,77086,12,23,0,8,26,99.05448309,1727.5,216924,49,1.1304,417,
201907,77054,52,143,0,48,42,168.7938942,1216.5,216773,185,0.2937,62,
201907,77665,4,20,0,4,6,128.3588398,2013,308842,26,0.3,3,
201907,77355,52,188,8,80,75,142.8472958,2654,464395,263,0.3989,368,
201907,7726,76,241,0,84,2,163.4482759,1406,539779,243,0.0083,205,
201907,7724,40,88,0,20,0,97.7326036,1311.5,489475,88,0,127,
201907,77581,88,162,8,88,85,117.4515022,2580,328756,247,0.5247,390,
201907,77056,52,296,0,44,38,284.4215378,3072.5,1267835,334,0.1284,352,
201907,77015,20,35,0,16,41,95.95712658,1601.5,172226,76,1.1714,58,
201907,7719,52,111,0,32,0,0,0,623676,111,0,350,
201907,77651,16,52,0,8,15,116.4322059,2050,246416,67,0.2885,489,
201907,77346,216,485,52,244,215,110.1099371,2562.5,310663,700,0.4433,236,
201907,77094,8,63,0,32,20,145.8074961,3685,604769,83,0.3175,222,
201907,77705,16,60,0,12,6,110,1869,209594,66,0.1,25,
201907,7747,80,178,0,64,3,0,0,400340,181,0.0169,463,
201907,77362,16,72,0,48,13,126.1442986,3447,449345,85,0.1806,161,
201907,77480,0,29,0,4,9,124.5167123,1773,234004,38,0.3103,191,
201907,77077,116,360,0,140,83,143.7615807,2497.5,427029,443,0.2306,243,
201907,77093,12,32,0,12,17,113.1260267,1462,187571,49,0.5313,127,
201907,77318,48,174,0,52,54,124.4272461,2303.5,352099,228,0.3103,189,
201907,77019,76,269,0,68,61,280.831392,3141,1726286,330,0.2268,418,
201907,7720,8,26,0,0,0,0,0,895543,26,0,277,
201907,77303,32,53,0,8,29,130.721393,1925.5,261654,82,0.5472,322,
201907,77465,8,85,0,8,4,173.5459662,1502,269909,89,0.0471,126,
201907,77068,24,61,0,32,24,84.42590385,3371,344435,85,0.3934,185,
201907,77061,8,34,0,8,11,115.7967807,2003,208486,45,0.3235,376,
201907,77043,52,155,4,96,54,173.0619079,2130.5,365435,209,0.3484,77,
201907,77521,68,184,0,84,98,107.1428571,2177,241420,282,0.5326,484,
201907,7762,20,78,0,20,0,264.1856371,616,1922763,78,0,355,
201907,7732,20,43,0,8,0,75.82644628,425,691960,43,0,359,
201907,77024,84,454,0,144,79,301.2594586,3451.5,1566903,533,0.174,278,
201907,77510,16,42,0,12,23,151.0773309,1944,300511,65,0.5476,218,
201907,77514,8,22,0,0,6,172.5795531,1477,344697,28,0.2727,141,
201907,77904,40,118,0,40,46,119.677426,2231,295064,164,0.3898,373,
201907,77536,48,69,0,48,44,115.6406316,2181,262861,113,0.6377,377,
201907,77859,8,20,0,0,8,78.4761236,2168,248454,28,0.4,386,
201907,7764,4,46,0,12,0,169.5060695,1900,628104,46,0,77,
201907,77963,0,18,0,4,5,112.674369,2012,465707,23,0.2778,380,
201907,77477,20,43,0,16,19,108.8629902,2312,271978,62,0.4419,42,
201907,77964,0,21,0,8,2,112.7026008,2116.5,433780,23,0.0952,30,
201907,77047,32,45,0,12,46,100.509768,1896,223942,91,1.0222,219,
201907,77006,72,216,0,56,49,246.5142245,2504.5,729013,265,0.2269,4,
201907,77640,12,55,0,16,5,78.63899421,1454.5,170688,60,0.0909,377,
201907,77879,16,42,0,4,9,101.7287234,1208,588075,51,0.2143,34,
201907,77388,80,179,0,76,90,96.90180499,2781,282903,269,0.5028,234,
201907,77009,100,287,0,112,87,241.5158462,1631,472512,374,0.3031,301,
201907,7717,8,14,0,0,0,501.6129032,3100,2061524,14,0,429,
201907,7723,4,13,0,0,0,0,0,2544429,13,0,462,
201907,77523,52,182,12,88,77,128.7780356,2519,342945,259,0.4231,323,
201907,77406,172,519,36,208,220,117.8997995,2976,415930,739,0.4239,83,
201907,77065,36,53,0,24,44,102.1320133,2493,269788,97,0.8302,303,
201907,77642,28,68,0,28,8,73.1770433,2116,185832,76,0.1176,179,
201907,77071,24,55,0,16,34,80.82139385,1875,180320,89,0.6182,80,
201907,7704,4,37,0,8,0,303.0214655,2041.5,1360452,37,0,50,
201907,77836,8,44,0,8,8,126.6820454,2100,416927,52,0.1818,304,
201907,77345,68,193,0,96,77,106.0914219,3178.5,381254,270,0.399,266,
201907,77422,28,71,0,20,18,121.7222615,1656,277014,89,0.2535,170,
201907,7760,28,136,0,20,0,313.9242581,2397.5,2063415,136,0,253,
201907,77067,20,16,0,0,16,87.60301353,1785,162130,32,1,69,
201907,77378,16,62,0,16,33,123.5955056,1797,283655,95,0.5323,425,
201907,77484,12,27,0,12,9,159.732091,2350,444231,36,0.3333,115,
201907,77033,24,49,0,12,30,111.2023672,1426.5,153966,79,0.6122,194,
201907,77040,52,74,0,32,51,105.2867384,2348,285919,125,0.6892,370,
201907,77064,48,62,0,24,53,99.758863,2360.5,236611,115,0.8548,243,
201907,77530,20,38,0,16,30,111.1129553,1549,214989,68,0.7895,204,
201907,77511,72,164,0,64,78,114.7823073,2082.5,284495,242,0.4756,197,
201907,77566,48,116,0,44,58,115.7256557,2283.5,302469,174,0.5,236,
201907,77075,16,39,0,20,21,107.7058414,2112,235831,60,0.5385,292,
201907,77072,40,81,0,20,28,92.95531451,1552,157695,109,0.3457,435,
201907,77957,0,15,0,0,12,80.47945205,1535.5,179389,27,0.8,455,
201907,7730,20,63,0,12,0,64.76121563,432,376935,63,0,146,
201907,77079,84,287,0,104,71,168.3332785,2900,604308,358,0.2474,168,
201907,77583,144,363,44,108,158,120.9414492,2578.5,319723,521,0.4353,173,
201907,77423,40,137,8,48,61,118.7333339,2760,376058,198,0.4453,432,
201907,77801,12,61,0,16,15,116.9051858,1590,224368,76,0.2459,247,
201907,77055,72,315,4,128,92,236.7491166,2739.5,727619,407,0.2921,328,
201907,7735,36,107,0,24,1,0,0,334208,108,0.0093,9,
201907,77011,8,25,0,8,18,157.9248208,1528,251387,43,0.72,485,
201907,7734,16,70,0,28,0,0,0,228875,70,0,11,
201907,77091,32,95,0,16,30,129.7330868,1745,296446,125,0.3158,181,
201907,77713,40,129,0,36,7,122.4684985,2193,294022,136,0.0543,71,
201907,7727,8,53,0,16,0,190.6243672,2400,569621,53,0,469,
201907,77840,48,264,0,52,58,133.2727273,1624,266992,322,0.2197,379,
201907,77534,8,17,0,0,5,113.9808683,1787.5,214355,22,0.2941,279,
201907,77435,8,13,0,4,6,134.2715659,2741,365259,19,0.4615,119,
201907,77302,28,83,0,24,34,97.90036873,2465,275173,117,0.4096,230,
201907,77450,144,306,0,156,137,112.9658307,2946,369669,443,0.4477,156,
201907,77357,48,151,8,64,47,114.0586911,2451.5,297130,198,0.3113,83,
201907,77505,24,40,0,32,28,114.98831,2335.5,274489,68,0.7,321,
201907,7751,36,139,0,40,2,199.2215921,2033,703046,141,0.0144,109,
201907,77088,28,86,4,24,49,111.0383199,1562,183522,135,0.5698,373,
201907,77379,168,463,8,232,193,104.0888814,3218,391867,656,0.4168,422,
201907,77598,24,41,0,16,16,116.9857296,2466.5,280978,57,0.3902,336,
201907,77070,68,136,0,56,72,97.59581433,2623.5,301299,208,0.5294,201,
201907,77418,16,76,0,16,9,146.6844084,1773,328798,85,0.1184,12,
201907,77062,36,67,0,36,47,115.733218,2327,293605,114,0.7015,106,
201907,77340,32,92,0,16,25,119.461338,2100,318028,117,0.2717,168,
201907,77968,4,18,0,0,5,152.3062431,2664,411023,23,0.2778,274,
201907,77048,16,26,0,4,22,119.5929869,1597,198348,48,0.8462,358,
201907,77034,16,37,0,12,25,103.8098461,1580,176662,62,0.6757,379,
201907,77479,212,586,4,220,138,133.489193,3457,556547,724,0.2355,206,
201907,77356,112,495,0,164,137,133.7896702,2684,498131,632,0.2768,106,
201907,77385,68,160,4,68,81,114.0699028,2433.5,303760,241,0.5063,428,
201907,77365,88,314,4,132,105,116.2801566,2596,321791,419,0.3344,30,
201907,77049,32,59,0,20,32,96.24217119,2165,226871,91,0.5424,205,
201907,77503,8,24,0,12,23,109.5051806,1438.5,200123,47,0.9583,293,
201907,77035,52,141,0,48,42,154.8635065,1855,278859,183,0.2979,119,
201907,77098,36,103,0,20,24,292.8783275,2827,1034910,127,0.233,30,
201907,77328,12,56,0,16,14,117.6619122,1762,252138,70,0.25,413,
201907,7701,32,106,0,44,0,184.0909091,1000,590969,106,0,84,
201907,77871,20,38,0,8,7,111.2745098,1777,225256,45,0.1842,369,
201907,77565,16,75,0,16,17,202.0244623,2615.5,653774,92,0.2267,232,
201907,7702,4,15,0,8,0,167.5601542,1228,655487,15,0,124,
201907,77008,168,421,8,128,172,210.757875,2281,556161,593,0.4086,458,
201907,77447,48,158,0,48,100,118.5370504,2150.5,301617,258,0.6329,381,
201907,77471,60,147,8,40,66,110.3156519,2265.5,274271,213,0.449,251,
201907,77051,32,65,0,12,40,118.2950786,1638,182977,105,0.6154,72,
201907,77703,0,21,0,4,1,75.7471633,1414,101872,22,0.0476,192,
201907,7755,16,64,0,12,0,168.2616117,1073,667667,64,0,181,
201907,7721,8,24,0,4,1,82.48730964,576,352376,25,0.0417,121,
201907,77336,20,73,0,20,24,125.2210073,2401.5,383673,97,0.3288,435,
201907,77036,36,82,0,24,28,108.3163927,1885.5,195957,110,0.3415,445,
201907,77066,40,82,0,28,43,85.85209772,2466,222149,125,0.5244,335,
201907,77611,28,61,0,12,2,109.168985,1935,206572,63,0.0328,281,
201907,77659,8,47,0,20,6,102.8678304,2208,245641,53,0.1277,9,
201907,77020,20,63,0,16,46,183.0672269,1666,269287,109,0.7302,63,
201907,77702,0,21,0,0,1,64.76196199,2182,208381,22,0.0476,427,
201907,77807,4,59,0,12,30,170.9136109,2175.5,471250,89,0.5085,484,
201907,77478,48,134,0,40,33,135.2239518,3000,562393,167,0.2463,116,
201907,77662,56,128,0,20,5,95.70729346,1761,172688,133,0.0391,500,
201907,77327,20,109,0,20,33,115.4248874,1635,222704,142,0.3028,108,
201907,77571,60,113,0,48,83,107.9166151,1965,252831,196,0.7345,271,
201907,7712,56,192,0,32,0,200.9498008,1347,715007,192,0,275,
201907,77331,12,92,0,20,14,135.3542503,1920,395625,106,0.1522,11,
201907,77612,8,22,0,0,2,104.0615669,2158.5,248717,24,0.0909,359,
201907,77461,8,37,0,4,14,132.2243007,2094.5,396103,51,0.3784,464,
201907,77074,24,53,0,20,21,123.9917564,1770,221103,74,0.3962,157,
201907,77089,68,128,12,60,61,107.421875,2307,256892,189,0.4766,360,
201907,77995,0,31,0,0,10,113.6061859,2029,302578,41,0.3226,193,
201907,77005,40,184,0,44,50,393.3997436,3639,1665924,234,0.2717,188,
201907,77028,16,40,0,20,12,88.68405265,1301,146823,52,0.3,189,
201907,77803,16,60,0,12,15,127.2512966,1258,196643,75,0.25,189,
201907,77532,60,156,4,64,69,109.9235489,2234,275940,225,0.4423,494,
201907,77007,160,502,0,152,142,204.4593341,2388.5,606757,644,0.2829,281,
201907,77023,24,65,0,24,27,191.426398,1595.5,324033,92,0.4154,344,
