Zip Code,Size of adjusted gross income,Number of returns,Real Estates,Mortgage,Charity,Taxable income,Income tax,Year
76877,"$75,000 under $100,000",100,0,0,0,6263,744,2015
76877,"$100,000 under $200,000",130,336,254,886,13736,2166,2015
76877,"$200,000 or more",30,0,0,0,16844,3848,2015
,,,,,,,,2015
76878,,680,58,143,304,20857,3146,2015
76878,"$1 under $25,000",290,0,0,92,535,54,2015
76878,"$25,000 under $50,000",180,0,0,0,2893,301,2015
76878,"$50,000 under $75,000",90,58,143,0,3659,431,2015
76878,"$75,000 under $100,000",60,0,0,212,3752,512,2015
76878,"$100,000 under $200,000",60,0,0,0,10018,1848,2015
76878,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
76882,,110,0,0,0,2234,279,2015
76882,"$1 under $25,000",50,0,0,0,0,0,2015
76882,"$25,000 under $50,000",30,0,0,0,606,61,2015
76882,"$50,000 under $75,000",30,0,0,0,1628,218,2015
76882,"$75,000 under $100,000",0,0,0,0,0,0,2015
76882,"$100,000 under $200,000",0,0,0,0,0,0,2015
76882,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
76890,,400,63,0,96,10644,1415,2015
76890,"$1 under $25,000",160,0,0,96,267,22,2015
76890,"$25,000 under $50,000",110,63,0,0,1914,196,2015
76890,"$50,000 under $75,000",60,0,0,0,2416,280,2015
76890,"$75,000 under $100,000",30,0,0,0,1812,219,2015
76890,"$100,000 under $200,000",40,0,0,0,4235,698,2015
76890,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
76901,,13250,6663,8626,10113,472181,81462,2015
76901,"$1 under $25,000",5120,236,250,243,14867,1383,2015
76901,"$25,000 under $50,000",3620,714,1028,700,66111,6884,2015
76901,"$50,000 under $75,000",1900,884,1189,1115,76310,9394,2015
76901,"$75,000 under $100,000",1160,954,1492,1073,70957,9459,2015
76901,"$100,000 under $200,000",1160,2287,3157,2785,121309,20175,2015
76901,"$200,000 or more",290,1588,1510,4197,122627,34167,2015
,,,,,,,,2015
76903,,13860,2165,2813,4446,272439,38348,2015
76903,"$1 under $25,000",7170,115,178,185,17472,1610,2015
76903,"$25,000 under $50,000",3800,327,459,569,65166,6512,2015
76903,"$50,000 under $75,000",1580,332,500,772,61216,7316,2015
76903,"$75,000 under $100,000",700,324,452,664,42801,5631,2015
76903,"$100,000 under $200,000",530,660,830,962,52526,8617,2015
76903,"$200,000 or more",80,407,394,1294,33258,8662,2015
,,,,,,,,2015
76904,,15520,17392,20027,24925,850092,162800,2015
76904,"$1 under $25,000",4880,634,516,447,15617,1397,2015
76904,"$25,000 under $50,000",3610,1501,1770,1263,71914,7699,2015
76904,"$50,000 under $75,000",2240,2058,2647,1960,92085,11648,2015
76904,"$75,000 under $100,000",1630,2374,3102,2479,100897,13330,2015
76904,"$100,000 under $200,000",2390,5993,7686,6279,249187,41401,2015
76904,"$200,000 or more",770,4832,4306,12497,320392,87325,2015
,,,,,,,,2015
76905,,5120,1765,2784,2507,152311,21573,2015
76905,"$1 under $25,000",1930,85,103,59,5132,462,2015
76905,"$25,000 under $50,000",1420,298,477,344,25132,2468,2015
76905,"$50,000 under $75,000",790,360,565,466,29993,3278,2015
76905,"$75,000 under $100,000",480,307,511,484,28748,3616,2015
76905,"$100,000 under $200,000",430,411,721,660,43376,6982,2015
76905,"$200,000 or more",70,304,407,494,19930,4767,2015
,,,,,,,,2015
76932,,1610,308,324,1452,76844,16020,2015
76932,"$1 under $25,000",560,57,0,96,995,88,2015
76932,"$25,000 under $50,000",380,0,0,0,6115,594,2015
76932,"$50,000 under $75,000",260,34,136,136,9383,1123,2015
76932,"$75,000 under $100,000",160,44,0,136,10196,1396,2015
76932,"$100,000 under $200,000",200,173,188,380,20858,3446,2015
76932,"$200,000 or more",50,0,0,704,29297,9373,2015
,,,,,,,,2015
76933,,570,174,197,487,19352,2727,2015
76933,"$1 under $25,000",210,0,0,0,495,44,2015
76933,"$25,000 under $50,000",130,0,0,0,2348,243,2015
76933,"$50,000 under $75,000",90,104,0,157,3785,482,2015
76933,"$75,000 under $100,000",60,0,197,0,3545,469,2015
76933,"$100,000 under $200,000",80,70,0,330,9179,1489,2015
76933,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
76934,,420,78,128,0,11147,1468,2015
76934,"$1 under $25,000",170,0,0,0,454,42,2015
76934,"$25,000 under $50,000",100,0,0,0,1774,179,2015
76934,"$50,000 under $75,000",80,78,128,0,3153,373,2015
76934,"$75,000 under $100,000",40,0,0,0,2177,266,2015
76934,"$100,000 under $200,000",30,0,0,0,3589,608,2015
76934,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
76935,,750,795,1417,918,44268,8347,2015
76935,"$1 under $25,000",220,0,0,0,483,40,2015
76935,"$25,000 under $50,000",150,123,183,112,2593,266,2015
76935,"$50,000 under $75,000",100,0,0,0,3723,438,2015
76935,"$75,000 under $100,000",80,139,214,110,4783,605,2015
76935,"$100,000 under $200,000",140,311,594,392,14102,2304,2015
76935,"$200,000 or more",60,222,426,304,18584,4694,2015
,,,,,,,,2015
76936,,1160,268,352,816,40417,6518,2015
76936,"$1 under $25,000",440,49,0,117,659,60,2015
76936,"$25,000 under $50,000",270,0,133,0,4730,495,2015
76936,"$50,000 under $75,000",160,72,0,199,5593,641,2015
76936,"$75,000 under $100,000",130,0,0,0,7686,968,2015
76936,"$100,000 under $200,000",130,147,219,500,12741,2059,2015
76936,"$200,000 or more",30,0,0,0,9008,2295,2015
,,,,,,,,2015
76937,,120,0,0,0,3336,399,2015
76937,"$1 under $25,000",50,0,0,0,0,0,2015
76937,"$25,000 under $50,000",30,0,0,0,613,64,2015
76937,"$50,000 under $75,000",40,0,0,0,2723,335,2015
76937,"$75,000 under $100,000",0,0,0,0,0,0,2015
76937,"$100,000 under $200,000",0,0,0,0,0,0,2015
76937,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
76941,,630,194,367,1386,49358,11919,2015
76941,"$1 under $25,000",160,0,0,0,475,48,2015
76941,"$25,000 under $50,000",140,60,0,158,2826,303,2015
76941,"$50,000 under $75,000",110,0,0,0,4613,582,2015
76941,"$75,000 under $100,000",80,0,0,0,4754,629,2015
76941,"$100,000 under $200,000",100,134,367,1228,10780,1783,2015
76941,"$200,000 or more",40,0,0,0,25910,8574,2015
,,,,,,,,2015
76943,,1600,264,505,824,61494,10261,2015
76943,"$1 under $25,000",600,34,0,0,1236,117,2015
76943,"$25,000 under $50,000",360,0,0,94,5998,621,2015
76943,"$50,000 under $75,000",250,53,287,103,9552,1151,2015
76943,"$75,000 under $100,000",170,27,0,165,10264,1382,2015
76943,"$100,000 under $200,000",180,150,218,462,19115,3218,2015
76943,"$200,000 or more",40,0,0,0,15329,3772,2015
,,,,,,,,2015
76945,,740,182,222,492,24190,3521,2015
76945,"$1 under $25,000",290,36,0,88,636,57,2015
76945,"$25,000 under $50,000",170,0,0,0,2990,312,2015
76945,"$50,000 under $75,000",110,56,0,157,4362,506,2015
76945,"$75,000 under $100,000",80,0,222,0,4549,585,2015
76945,"$100,000 under $200,000",90,90,0,247,11653,2061,2015
76945,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
76950,,1770,832,1107,2064,78993,13781,2015
76950,"$1 under $25,000",650,55,0,0,1479,132,2015
76950,"$25,000 under $50,000",380,0,174,210,6141,608,2015
76950,"$50,000 under $75,000",260,92,0,0,10561,1312,2015
76950,"$75,000 under $100,000",190,112,252,121,11722,1566,2015
76950,"$100,000 under $200,000",220,282,423,450,23763,3909,2015
76950,"$200,000 or more",70,291,258,1283,25327,6254,2015
,,,,,,,,2015
76951,,580,214,200,892,38346,8125,2015
76951,"$1 under $25,000",190,0,0,0,466,44,2015
76951,"$25,000 under $50,000",110,43,0,66,1827,196,2015
76951,"$50,000 under $75,000",70,0,0,0,2727,316,2015
76951,"$75,000 under $100,000",70,0,200,0,3885,509,2015
76951,"$100,000 under $200,000",100,171,0,258,10131,1681,2015
76951,"$200,000 or more",40,0,0,568,19310,5379,2015
,,,,,,,,2015
76957,,180,308,561,329,15395,3368,2015
76957,"$1 under $25,000",50,0,0,0,106,0,2015
76957,"$25,000 under $50,000",40,0,0,0,1044,113,2015
76957,"$50,000 under $75,000",0,0,0,0,0,0,2015
76957,"$75,000 under $100,000",30,0,0,0,1595,185,2015
76957,"$100,000 under $200,000",40,308,561,329,4010,639,2015
76957,"$200,000 or more",20,0,0,0,8640,2431,2015
,,,,,,,,2015
77002,,4150,15593,8478,53752,1096106,326758,2015
77002,"$1 under $25,000",790,0,0,0,2686,250,2015
77002,"$25,000 under $50,000",640,209,257,237,16511,1987,2015
77002,"$50,000 under $75,000",680,474,441,450,32520,5137,2015
77002,"$75,000 under $100,000",460,500,505,344,32900,6044,2015
77002,"$100,000 under $200,000",800,1880,2088,1127,95320,19514,2015
77002,"$200,000 or more",780,12530,5187,51594,916169,293826,2015
,,,,,,,,2015
77003,,5130,6476,8721,4293,240702,46971,2015
77003,"$1 under $25,000",1850,127,167,55,4408,371,2015
77003,"$25,000 under $50,000",1120,257,390,288,21642,2285,2015
77003,"$50,000 under $75,000",690,667,822,381,30764,4570,2015
77003,"$75,000 under $100,000",470,1077,1512,518,31656,5508,2015
77003,"$100,000 under $200,000",780,3020,4123,1250,88512,17670,2015
77003,"$200,000 or more",220,1328,1707,1801,63720,16567,2015
,,,,,,,,2015
77004,,13280,17817,19381,22436,755902,159849,2015
77004,"$1 under $25,000",5320,307,397,344,13066,1041,2015
77004,"$25,000 under $50,000",2760,1024,912,1623,56460,6160,2015
77004,"$50,000 under $75,000",1620,1729,1885,1858,72535,10749,2015
77004,"$75,000 under $100,000",940,1950,2506,1672,63121,10769,2015
77004,"$100,000 under $200,000",1670,5900,6967,4487,191795,37332,2015
77004,"$200,000 or more",970,6907,6714,12452,358925,93798,2015
,,,,,,,,2015
77005,,11650,127879,74629,123103,4184967,1224135,2015
77005,"$1 under $25,000",2140,1014,585,214,6647,590,2015
77005,"$25,000 under $50,000",1120,1955,816,519,24794,2822,2015
77005,"$50,000 under $75,000",950,2168,1098,950,42026,6186,2015
77005,"$75,000 under $100,000",740,3369,1587,1455,46335,7385,2015
77005,"$100,000 under $200,000",1710,13832,7678,5939,189901,34199,2015
77005,"$200,000 or more",4990,105541,62865,114026,3875264,1172953,2015
,,,,,,,,2015
77006,,12740,34541,29578,25854,1437106,340858,2015
77006,"$1 under $25,000",2250,693,560,150,8666,767,2015
77006,"$25,000 under $50,000",2540,1070,909,501,62408,7591,2015
77006,"$50,000 under $75,000",2130,1851,1616,834,101370,15890,2015
77006,"$75,000 under $100,000",1400,2133,1929,945,99281,17797,2015
77006,"$100,000 under $200,000",2480,8139,8537,3387,293380,58752,2015
77006,"$200,000 or more",1940,20655,16027,20037,872001,240061,2015
,,,,,,,,2015
77007,,21650,78903,77297,47854,3032838,734105,2015
77007,"$1 under $25,000",3130,1082,768,266,10229,920,2015
77007,"$25,000 under $50,000",3090,1977,1733,732,75117,9026,2015
77007,"$50,000 under $75,000",3320,3229,3382,1240,159084,25203,2015
77007,"$75,000 under $100,000",2570,4938,5571,1647,180332,32380,2015
77007,"$100,000 under $200,000",5310,23536,26768,8349,625886,125825,2015
77007,"$200,000 or more",4230,44141,39075,35620,1982190,540751,2015
,,,,,,,,2015
77008,,17780,63831,68032,32752,1994949,456638,2015
77008,"$1 under $25,000",3040,1217,653,357,9795,867,2015
77008,"$25,000 under $50,000",3160,1862,1599,1085,74380,8828,2015
77008,"$50,000 under $75,000",2520,3304,2980,1397,115382,17449,2015
77008,"$75,000 under $100,000",1710,4367,4488,1531,115644,19780,2015
77008,"$100,000 under $200,000",3990,21041,23469,8259,467945,91026,2015
77008,"$200,000 or more",3360,32040,34843,20123,1211803,318688,2015
,,,,,,,,2015
77009,,17230,24412,25979,16327,852778,175230,2015
77009,"$1 under $25,000",6730,622,537,301,15631,1382,2015
77009,"$25,000 under $50,000",4550,1302,1236,1140,84104,8773,2015
77009,"$50,000 under $75,000",2040,2155,2261,1223,86541,12070,2015
77009,"$75,000 under $100,000",1050,2041,2098,1048,68487,11016,2015
77009,"$100,000 under $200,000",1700,7260,8147,3325,190540,35957,2015
77009,"$200,000 or more",1160,11032,11700,9290,407475,106032,2015
,,,,,,,,2015
77010,,440,2828,1193,8721,236362,68387,2015
77010,"$1 under $25,000",50,0,0,0,140,0,2015
77010,"$25,000 under $50,000",30,0,0,0,555,60,2015
77010,"$50,000 under $75,000",30,0,0,0,1974,281,2015
77010,"$75,000 under $100,000",20,147,0,0,0,0,2015
77010,"$100,000 under $200,000",70,0,0,341,7882,1601,2015
77010,"$200,000 or more",240,2681,1193,8380,225811,66445,2015
,,,,,,,,2015
77011,,7380,876,1054,1399,114613,16256,2015
77011,"$1 under $25,000",3880,52,0,65,7572,661,2015
77011,"$25,000 under $50,000",2320,180,268,482,37223,3550,2015
77011,"$50,000 under $75,000",780,250,343,371,28789,3336,2015
77011,"$75,000 under $100,000",250,141,208,207,14952,2096,2015
77011,"$100,000 under $200,000",150,253,235,274,26077,6613,2015
77011,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
77012,,7690,676,920,1491,100847,11170,2015
77012,"$1 under $25,000",3920,0,0,59,7877,669,2015
77012,"$25,000 under $50,000",2600,271,330,576,38146,3384,2015
77012,"$50,000 under $75,000",800,174,322,402,27899,3165,2015
77012,"$75,000 under $100,000",240,101,142,282,14099,1881,2015
77012,"$100,000 under $200,000",130,130,126,172,12826,2071,2015
77012,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
77013,,6930,1083,1466,2946,109231,13294,2015
77013,"$1 under $25,000",3450,119,0,121,6039,502,2015
77013,"$25,000 under $50,000",2140,180,403,785,32575,2888,2015
77013,"$50,000 under $75,000",810,274,394,648,29426,3374,2015
77013,"$75,000 under $100,000",310,180,318,485,18221,2487,2015
77013,"$100,000 under $200,000",220,330,351,907,22970,4043,2015
77013,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
77014,,14340,8050,11429,13698,296222,41261,2015
77014,"$1 under $25,000",6860,444,718,515,13604,1048,2015
77014,"$25,000 under $50,000",4140,1742,2648,2786,66284,5993,2015
77014,"$50,000 under $75,000",1670,1982,2986,3125,62177,7345,2015
77014,"$75,000 under $100,000",810,1591,2230,2412,47029,6497,2015
77014,"$100,000 under $200,000",770,1880,2504,4090,75659,12705,2015
77014,"$200,000 or more",90,411,343,770,31469,7673,2015
,,,,,,,,2015
77015,,23540,6772,9120,14511,500618,68422,2015
77015,"$1 under $25,000",10460,238,471,512,21444,1799,2015
77015,"$25,000 under $50,000",7110,1016,1726,2583,111388,10137,2015
77015,"$50,000 under $75,000",3170,1389,2503,3071,115820,13452,2015
77015,"$75,000 under $100,000",1370,965,1572,2259,80024,10594,2015
77015,"$100,000 under $200,000",1260,2614,2407,4761,124731,20837,2015
77015,"$200,000 or more",170,550,441,1325,47211,11603,2015
,,,,,,,,2015
77016,,13000,1744,3014,7962,164497,19806,2015
77016,"$1 under $25,000",7430,185,446,749,13308,1043,2015
77016,"$25,000 under $50,000",3790,575,1009,2579,61540,5727,2015
77016,"$50,000 under $75,000",1210,450,763,2327,45552,5623,2015
77016,"$75,000 under $100,000",360,283,445,1070,21584,3093,2015
77016,"$100,000 under $200,000",210,251,351,1237,22513,4320,2015
77016,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
77017,,13600,2461,3373,4923,243301,31936,2015
77017,"$1 under $25,000",6440,129,194,271,13444,1162,2015
77017,"$25,000 under $50,000",4230,492,813,1176,65313,5930,2015
77017,"$50,000 under $75,000",1750,585,997,1177,62508,7206,2015
77017,"$75,000 under $100,000",670,416,608,808,38300,4932,2015
77017,"$100,000 under $200,000",460,493,581,892,44955,7383,2015
77017,"$200,000 or more",50,346,180,599,18781,5323,2015
,,,,,,,,2015
77018,,12640,35895,38371,24610,1116590,251755,2015
77018,"$1 under $25,000",3580,637,402,278,8363,714,2015
77018,"$25,000 under $50,000",2320,1270,1198,899,45851,5063,2015
77018,"$50,000 under $75,000",1560,2376,2313,1269,66070,9233,2015
77018,"$75,000 under $100,000",990,2401,2431,1407,65038,10478,2015
77018,"$100,000 under $200,000",2380,11343,12367,6052,269634,49858,2015
77018,"$200,000 or more",1810,17868,19660,14705,661634,176409,2015
,,,,,,,,2015
77019,,12190,92641,43128,182644,4130511,1168054,2015
77019,"$1 under $25,000",2140,907,533,228,6815,636,2015
77019,"$25,000 under $50,000",1800,1161,885,588,43882,5183,2015
77019,"$50,000 under $75,000",1740,2058,1379,940,82886,12981,2015
77019,"$75,000 under $100,000",1270,2634,1677,1161,88521,15796,2015
77019,"$100,000 under $200,000",2360,9746,7795,4682,277011,55630,2015
77019,"$200,000 or more",2880,76135,30859,175045,3631396,1077828,2015
,,,,,,,,2015
77020,,10390,1997,2624,3276,175503,26071,2015
77020,"$1 under $25,000",5530,83,163,159,10382,857,2015
77020,"$25,000 under $50,000",3100,196,306,961,48789,4489,2015
77020,"$50,000 under $75,000",1070,457,655,972,40189,4865,2015
77020,"$75,000 under $100,000",370,328,422,303,22745,3314,2015
77020,"$100,000 under $200,000",260,546,760,627,26582,4773,2015
77020,"$200,000 or more",60,387,318,254,26816,7773,2015
,,,,,,,,2015
77021,,12250,6087,7988,13302,299252,53399,2015
77021,"$1 under $25,000",6600,172,262,508,12887,977,2015
77021,"$25,000 under $50,000",3140,521,826,2106,56767,5657,2015
77021,"$50,000 under $75,000",1220,680,1020,2222,50605,6948,2015
77021,"$75,000 under $100,000",470,625,747,1201,29684,4739,2015
77021,"$100,000 under $200,000",550,1783,2409,2421,58854,11081,2015
77021,"$200,000 or more",270,2306,2724,4844,90455,23997,2015
,,,,,,,,2015
77022,,11660,1469,2031,3162,167505,21185,2015
77022,"$1 under $25,000",6380,78,158,226,12499,1065,2015
77022,"$25,000 under $50,000",3560,362,525,1009,56106,5192,2015
77022,"$50,000 under $75,000",1090,360,535,910,40265,4754,2015
77022,"$75,000 under $100,000",360,211,289,498,22052,3075,2015
77022,"$100,000 under $200,000",240,458,524,519,23594,3942,2015
77022,"$200,000 or more",30,0,0,0,12989,3157,2015
,,,,,,,,2015
77023,,11820,3380,4207,4094,261069,38288,2015
77023,"$1 under $25,000",5380,148,173,196,12961,1127,2015
77023,"$25,000 under $50,000",3760,500,728,880,63732,6393,2015
77023,"$50,000 under $75,000",1430,679,799,776,55674,6939,2015
77023,"$75,000 under $100,000",570,560,687,444,35921,5186,2015
77023,"$100,000 under $200,000",560,965,1273,1153,59127,10478,2015
77023,"$200,000 or more",120,528,547,645,33654,8165,2015
,,,,,,,,2015
77024,,17520,189995,91026,375796,7802684,2300477,2015
77024,"$1 under $25,000",3860,2015,696,547,10954,984,2015
77024,"$25,000 under $50,000",2260,2932,1522,1039,49037,5494,2015
77024,"$50,000 under $75,000",1900,4437,2251,2211,80900,11526,2015
77024,"$75,000 under $100,000",1240,4507,2498,2025,78162,12544,2015
77024,"$100,000 under $200,000",2480,20402,10378,9922,267448,47741,2015
77024,"$200,000 or more",5780,155702,73681,360052,7316183,2222188,2015
,,,,,,,,2015
77025,,12330,41724,35505,31461,1319638,314315,2015
77025,"$1 under $25,000",3010,590,374,215,8726,718,2015
77025,"$25,000 under $50,000",2370,1174,832,920,50670,5582,2015
77025,"$50,000 under $75,000",1750,2036,1589,1418,75918,10790,2015
77025,"$75,000 under $100,000",1090,2510,2159,1620,71401,11435,2015
77025,"$100,000 under $200,000",2010,9671,8158,5994,226583,41182,2015
77025,"$200,000 or more",2100,25743,22393,21294,886340,244608,2015
,,,,,,,,2015
77026,,10060,919,1113,3722,112026,13400,2015
77026,"$1 under $25,000",6080,129,104,384,11166,918,2015
77026,"$25,000 under $50,000",2940,283,410,1390,47721,4495,2015
77026,"$50,000 under $75,000",720,202,285,1018,26876,3256,2015
77026,"$75,000 under $100,000",210,115,133,474,12712,1904,2015
77026,"$100,000 under $200,000",110,190,181,456,13551,2827,2015
77026,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
77027,,8820,45862,26449,63421,1821871,483210,2015
77027,"$1 under $25,000",1520,814,449,173,5367,444,2015
77027,"$25,000 under $50,000",1450,797,421,577,35562,4261,2015
77027,"$50,000 under $75,000",1450,1196,778,758,68076,10520,2015
77027,"$75,000 under $100,000",960,1676,1110,863,65354,11439,2015
77027,"$100,000 under $200,000",1580,6798,4545,3769,179203,34475,2015
77027,"$200,000 or more",1860,34581,19146,57281,1468309,422071,2015
,,,,,,,,2015
77028,,7980,774,1270,4092,91018,10699,2015
77028,"$1 under $25,000",4840,94,130,365,8463,650,2015
77028,"$25,000 under $50,000",2180,210,385,1513,34044,3030,2015
77028,"$50,000 under $75,000",640,201,389,1119,23621,2906,2015
77028,"$75,000 under $100,000",200,115,190,523,12039,1781,2015
77028,"$100,000 under $200,000",120,154,176,572,12851,2332,2015
77028,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
77029,,7720,1116,1380,3376,145797,22444,2015
77029,"$1 under $25,000",3690,56,0,192,7561,646,2015
77029,"$25,000 under $50,000",2510,240,492,1085,40812,3911,2015
77029,"$50,000 under $75,000",950,248,312,811,34726,4096,2015
77029,"$75,000 under $100,000",340,173,282,396,19885,2667,2015
77029,"$100,000 under $200,000",200,399,294,892,19286,3215,2015
77029,"$200,000 or more",30,0,0,0,23527,7909,2015
,,,,,,,,2015
77030,,5070,20630,14226,15973,759868,191894,2015
77030,"$1 under $25,000",920,226,0,62,3114,254,2015
77030,"$25,000 under $50,000",870,502,315,260,19919,2212,2015
77030,"$50,000 under $75,000",770,666,331,439,34768,5069,2015
77030,"$75,000 under $100,000",520,804,586,397,34910,5534,2015
77030,"$100,000 under $200,000",900,4185,2674,2365,101202,18721,2015
77030,"$200,000 or more",1090,14247,10320,12450,565955,160104,2015
,,,,,,,,2015
77031,,7010,2354,3482,5366,165558,24137,2015
77031,"$1 under $25,000",3340,154,226,248,7160,587,2015
77031,"$25,000 under $50,000",1870,381,705,884,30560,2914,2015
77031,"$50,000 under $75,000",810,522,835,1025,31543,3972,2015
77031,"$75,000 under $100,000",420,436,711,1042,26156,3867,2015
77031,"$100,000 under $200,000",510,743,1005,1681,52887,9165,2015
77031,"$200,000 or more",60,118,0,486,17252,3632,2015
,,,,,,,,2015
77032,,5650,1728,2330,2199,216284,36275,2015
77032,"$1 under $25,000",3120,0,0,91,4584,349,2015
77032,"$25,000 under $50,000",1350,156,251,502,20194,1748,2015
77032,"$50,000 under $75,000",450,200,246,365,16268,1899,2015
77032,"$75,000 under $100,000",160,130,147,188,9543,1255,2015
77032,"$100,000 under $200,000",220,302,438,257,25008,3853,2015
77032,"$200,000 or more",350,940,1248,796,140687,27171,2015
,,,,,,,,2015
77033,,13060,1193,2059,6163,147398,17339,2015
77033,"$1 under $25,000",7830,108,249,551,14200,1107,2015
77033,"$25,000 under $50,000",3750,401,702,2340,60400,5566,2015
77033,"$50,000 under $75,000",1050,349,659,1606,39152,4834,2015
77033,"$75,000 under $100,000",270,183,250,935,16140,2373,2015
77033,"$100,000 under $200,000",160,152,199,731,17506,3459,2015
77033,"$200,000 or more",0,0,0,0,0,0,2015
,,,,,,,,2015
77034,,15940,5326,8200,7310,324204,42015,2015
77034,"$1 under $25,000",7070,253,457,358,15521,1232,2015
77034,"$25,000 under $50,000",4770,1055,1632,1807,77713,7157,2015
77034,"$50,000 under $75,000",2230,1426,2320,1799,80745,9270,2015
77034,"$75,000 under $100,000",1010,1081,1718,1288,58408,7743,2015
77034,"$100,000 under $200,000",810,1324,2073,1691,76816,12692,2015
77034,"$200,000 or more",50,187,0,367,15001,3921,2015
,,,,,,,,2015
77035,,15710,11073,13497,12006,514797,91048,2015
77035,"$1 under $25,000",7360,422,555,422,14897,1195,2015
77035,"$25,000 under $50,000",3940,901,1275,1637,64096,6115,2015
77035,"$50,000 under $75,000",1540,1212,1653,1537,62653,8321,2015
77035,"$75,000 under $100,000",860,1436,1826,1476,54417,8167,2015
77035,"$100,000 under $200,000",1490,4312,5352,3570,165028,29732,2015
77035,"$200,000 or more",520,2790,2836,3364,153706,37518,2015
,,,,,,,,2015
77036,,27550,4026,4508,8937,411932,61127,2015
77036,"$1 under $25,000",16400,271,476,479,29757,2387,2015
77036,"$25,000 under $50,000",7470,700,823,1868,106361,9639,2015
77036,"$50,000 under $75,000",1940,743,908,1490,74351,9051,2015
77036,"$75,000 under $100,000",750,517,624,1013,47167,6993,2015
77036,"$100,000 under $200,000",790,1086,1169,1663,84590,15046,2015
77036,"$200,000 or more",200,709,508,2424,69706,18011,2015
,,,,,,,,2015
77037,,7700,997,1377,1572,107388,12822,2015
77037,"$1 under $25,000",3960,70,206,63,6589,547,2015
77037,"$25,000 under $50,000",2450,235,364,384,34714,3061,2015
77037,"$50,000 under $75,000",810,209,316,365,27907,3020,2015
77037,"$75,000 under $100,000",270,161,201,296,15759,2058,2015
77037,"$100,000 under $200,000",190,322,290,464,22419,4136,2015
77037,"$200,000 or more",20,0,0,0,0,0,2015
,,,,,,,,2015
77038,,11970,3236,4737,4810,183641,20929,2015
77038,"$1 under $25,000",5750,200,371,222,11362,935,2015
77038,"$25,000 under $50,000",3910,1104,1651,1600,57891,4948,2015
77038,"$50,000 under $75,000",1460,1002,1390,1480,50901,5599,2015
77038,"$75,000 under $100,000",540,490,734,722,30820,3861,2015
77038,"$100,000 under $200,000",280,440,591,786,26239,4177,2015
77038,"$200,000 or more",30,0,0,0,6428,1409,2015
,,,,,,,,2015
77039,,11180,1688,2725,3844,168783,21050,2015
77039,"$1 under $25,000",5640,114,190,231,9704,794,2015
77039,"$25,000 under $50,000",3550,364,937,900,50111,4248,2015
77039,"$50,000 under $75,000",1280,523,773,926,44391,4887,2015
77039,"$75,000 under $100,000",410,258,265,474,23937,3154,2015
77039,"$100,000 under $200,000",260,429,560,1313,24738,4001,2015
77039,"$200,000 or more",40,0,0,0,15902,3966,2015
,,,,,,,,2015
77040,,22610,18501,18436,22414,943024,176327,2015
77040,"$1 under $25,000",8220,618,705,488,20302,1682,2015
77040,"$25,000 under $50,000",6460,1623,2343,2330,114206,11268,2015
77040,"$50,000 under $75,000",3190,2720,3373,2995,125014,15876,2015
77040,"$75,000 under $100,000",1650,2410,2726,2297,102170,14648,2015
77040,"$100,000 under $200,000",2240,5758,6144,6201,243750,43011,2015
77040,"$200,000 or more",850,5372,3145,8103,337582,89842,2015
,,,,,,,,2015
77041,,16770,24916,21264,23196,1121783,246428,2015
77041,"$1 under $25,000",5950,596,696,378,13396,1199,2015
77041,"$25,000 under $50,000",4080,1469,1659,1386,70295,6936,2015
77041,"$50,000 under $75,000",2160,2018,2103,1589,84309,10555,2015
77041,"$75,000 under $100,000",1180,1745,1844,1413,73542,10445,2015
77041,"$100,000 under $200,000",1870,6479,5736,4975,206519,36494,2015
77041,"$200,000 or more",1530,12609,9226,13455,673722,180799,2015
,,,,,,,,2015
77042,,20160,23043,19570,31808,1232047,271354,2015
77042,"$1 under $25,000",7780,586,462,647,19810,1631,2015
77042,"$25,000 under $50,000",5400,908,868,2152,103183,10727,2015
77042,"$50,000 under $75,000",2390,1179,1366,1858,103102,14538,2015
77042,"$75,000 under $100,000",1180,1432,1266,1566,78121,12470,2015
77042,"$100,000 under $200,000",1890,6182,5889,4972,215315,39480,2015
77042,"$200,000 or more",1520,12756,9719,20613,712516,192508,2015
,,,,,,,,2015
77043,,13300,12589,14940,15460,792630,147706,2015
77043,"$1 under $25,000",4560,368,431,259,10067,887,2015
77043,"$25,000 under $50,000",3090,773,981,917,53966,5526,2015
77043,"$50,000 under $75,000",1770,1305,1549,1174,72799,9754,2015
