Zip Code,Size of adjusted gross income,Number of returns,Real Estates,Mortgage,Charity,Taxable income,Income tax,Year
76135,"$75,000 under $100,000",810,1417,1422,1315,48907,6654,2017
76135,"$100,000 under $200,000",1110,3668,3793,3386,115142,19342,2017
76135,"$200,000 or more",280,1818,1479,2503,111906,29656,2017
,,,,,,,,2017
76137,,27380,31552,29972,29104,1008300,154252,2017
76137,"$1 under $25,000",8810,1072,1134,773,24505,2165,2017
76137,"$25,000 under $50,000",7050,3822,3775,3614,130889,13474,2017
76137,"$50,000 under $75,000",4460,5660,5705,4880,176778,22156,2017
76137,"$75,000 under $100,000",2880,6089,6004,4711,175219,24004,2017
76137,"$100,000 under $200,000",3680,12350,11301,11642,376272,63105,2017
76137,"$200,000 or more",500,2559,2053,3484,124637,29348,2017
,,,,,,,,2017
76140,,13680,7027,9198,12507,323764,46895,2017
76140,"$1 under $25,000",5760,408,485,678,12601,1065,2017
76140,"$25,000 under $50,000",4160,1472,1998,2894,68154,6441,2017
76140,"$50,000 under $75,000",2020,1608,2328,2689,73548,8433,2017
76140,"$75,000 under $100,000",860,1080,1511,1934,50224,6597,2017
76140,"$100,000 under $200,000",740,1714,2146,3058,73171,12171,2017
76140,"$200,000 or more",140,745,730,1254,46066,12188,2017
,,,,,,,,2017
76148,,11570,6580,7220,7809,360306,51330,2017
76148,"$1 under $25,000",3810,397,422,310,10640,993,2017
76148,"$25,000 under $50,000",3260,1345,1531,1504,61419,6481,2017
76148,"$50,000 under $75,000",2140,1752,2143,1669,85141,10557,2017
76148,"$75,000 under $100,000",1190,1142,1221,1569,74454,10302,2017
76148,"$100,000 under $200,000",1090,1654,1647,2240,107211,17634,2017
76148,"$200,000 or more",80,290,256,517,21441,5363,2017
,,,,,,,,2017
76155,,3040,669,934,2329,105002,16753,2017
76155,"$1 under $25,000",820,80,0,80,2685,228,2017
76155,"$25,000 under $50,000",1050,0,0,650,22613,2569,2017
76155,"$50,000 under $75,000",620,92,258,585,27642,4037,2017
76155,"$75,000 under $100,000",320,136,226,440,20992,3471,2017
76155,"$100,000 under $200,000",200,361,450,574,21399,4012,2017
76155,"$200,000 or more",30,0,0,0,9671,2436,2017
,,,,,,,,2017
76164,,6630,720,608,1651,105696,15255,2017
76164,"$1 under $25,000",3250,0,0,112,7141,630,2017
76164,"$25,000 under $50,000",2230,155,205,432,34375,3269,2017
76164,"$50,000 under $75,000",770,213,203,386,27511,3131,2017
76164,"$75,000 under $100,000",230,0,0,150,13809,1875,2017
76164,"$100,000 under $200,000",120,352,200,571,12281,2066,2017
76164,"$200,000 or more",30,0,0,0,10579,4284,2017
,,,,,,,,2017
76177,,8450,16495,20426,12056,422540,67980,2017
76177,"$1 under $25,000",1960,384,476,221,6045,533,2017
76177,"$25,000 under $50,000",1740,1219,1373,1048,34981,3774,2017
76177,"$50,000 under $75,000",1420,2343,2856,1612,57455,7443,2017
76177,"$75,000 under $100,000",1200,3427,4182,2152,72471,10063,2017
76177,"$100,000 under $200,000",1910,7857,9966,5046,193696,32187,2017
76177,"$200,000 or more",220,1265,1573,1977,57892,13980,2017
,,,,,,,,2017
76179,,28200,53001,56131,46266,1497682,276350,2017
76179,"$1 under $25,000",7710,1568,1685,841,20242,1839,2017
76179,"$25,000 under $50,000",6240,4808,5151,3376,115034,11486,2017
76179,"$50,000 under $75,000",4630,7706,8581,5049,179042,21393,2017
76179,"$75,000 under $100,000",3620,8704,9979,5612,215400,28544,2017
76179,"$100,000 under $200,000",4890,19632,21677,14340,495691,81984,2017
76179,"$200,000 or more",1110,10583,9058,17048,472273,131104,2017
,,,,,,,,2017
76180,,17400,16463,16142,22892,683697,118199,2017
76180,"$1 under $25,000",5820,711,680,662,16448,1478,2017
76180,"$25,000 under $50,000",4910,1823,1582,2402,92363,9719,2017
76180,"$50,000 under $75,000",2650,2442,2547,2909,107171,13825,2017
76180,"$75,000 under $100,000",1590,2695,2726,2938,97993,13910,2017
76180,"$100,000 under $200,000",2000,6004,6084,7275,209553,35553,2017
76180,"$200,000 or more",430,2788,2523,6706,160169,43714,2017
,,,,,,,,2017
76182,,15160,39937,36918,33944,944639,175411,2017
76182,"$1 under $25,000",4000,1153,941,590,10764,1018,2017
76182,"$25,000 under $50,000",2740,2101,1953,1841,52975,5704,2017
76182,"$50,000 under $75,000",2120,3716,3805,2850,84822,10957,2017
76182,"$75,000 under $100,000",1690,4925,4566,3779,102186,14069,2017
76182,"$100,000 under $200,000",3440,17396,16361,13744,364236,61486,2017
76182,"$200,000 or more",1170,10646,9292,11140,329656,82177,2017
,,,,,,,,2017
76201,,9780,3106,2551,5161,220291,33150,2017
76201,"$1 under $25,000",5490,189,116,180,19783,1594,2017
76201,"$25,000 under $50,000",2310,330,347,499,47879,5401,2017
76201,"$50,000 under $75,000",930,465,448,721,39154,5273,2017
76201,"$75,000 under $100,000",470,496,531,762,29563,4193,2017
76201,"$100,000 under $200,000",480,821,661,1581,50138,8431,2017
76201,"$200,000 or more",100,805,448,1418,33774,8258,2017
,,,,,,,,2017
76205,,8450,8071,7010,9497,311053,54194,2017
76205,"$1 under $25,000",3670,213,142,166,12312,1028,2017
76205,"$25,000 under $50,000",2210,509,476,624,42555,4559,2017
76205,"$50,000 under $75,000",910,791,818,958,36561,4721,2017
76205,"$75,000 under $100,000",540,1032,983,1066,32590,4475,2017
76205,"$100,000 under $200,000",820,3204,2815,3304,86611,14385,2017
76205,"$200,000 or more",300,2322,1776,3379,100424,25026,2017
,,,,,,,,2017
76207,,7070,13888,10773,12188,357436,61864,2017
76207,"$1 under $25,000",2050,567,435,234,5986,518,2017
76207,"$25,000 under $50,000",1680,1362,1116,840,30985,3293,2017
76207,"$50,000 under $75,000",1030,1656,1347,1109,41005,5223,2017
76207,"$75,000 under $100,000",750,2122,1780,1635,45965,6336,2017
76207,"$100,000 under $200,000",1200,5528,4349,4329,124468,20601,2017
76207,"$200,000 or more",360,2653,1746,4041,109027,25893,2017
,,,,,,,,2017
76208,,11000,19554,22233,15509,530419,92122,2017
76208,"$1 under $25,000",3520,476,468,298,9440,828,2017
76208,"$25,000 under $50,000",2600,1395,1608,975,45298,4599,2017
76208,"$50,000 under $75,000",1450,2169,2433,1397,54403,6553,2017
76208,"$75,000 under $100,000",980,2620,3141,1824,58367,7792,2017
76208,"$100,000 under $200,000",1910,8710,10227,6265,200543,33526,2017
76208,"$200,000 or more",540,4184,4356,4750,162368,38824,2017
,,,,,,,,2017
76209,,12080,6514,7333,7832,337890,47625,2017
76209,"$1 under $25,000",4750,308,265,276,15151,1304,2017
76209,"$25,000 under $50,000",3580,1001,1208,976,66287,6760,2017
76209,"$50,000 under $75,000",1750,1443,1924,1498,69037,8440,2017
76209,"$75,000 under $100,000",930,1256,1503,1234,57667,7815,2017
76209,"$100,000 under $200,000",950,2053,2098,2726,97341,16043,2017
76209,"$200,000 or more",120,453,335,1122,32407,7263,2017
,,,,,,,,2017
76210,,19930,40313,43318,33471,1078337,193103,2017
76210,"$1 under $25,000",5800,1302,1271,575,16381,1469,2017
76210,"$25,000 under $50,000",3870,3099,3396,2025,73055,7544,2017
76210,"$50,000 under $75,000",2780,5161,5904,3229,108255,13149,2017
76210,"$75,000 under $100,000",2430,6455,7206,4316,146031,19343,2017
76210,"$100,000 under $200,000",4110,17008,18871,12896,422623,69689,2017
76210,"$200,000 or more",940,7288,6670,10430,311992,81909,2017
,,,,,,,,2017
76225,,1480,1239,1638,1331,57780,8827,2017
76225,"$1 under $25,000",460,0,0,48,1050,102,2017
76225,"$25,000 under $50,000",340,157,187,158,6028,636,2017
76225,"$50,000 under $75,000",270,196,205,222,10326,1226,2017
76225,"$75,000 under $100,000",170,219,344,158,10218,1288,2017
76225,"$100,000 under $200,000",200,374,567,387,19192,3060,2017
76225,"$200,000 or more",40,293,335,358,10966,2515,2017
,,,,,,,,2017
76226,,13610,74248,74784,52753,1756975,412443,2017
76226,"$1 under $25,000",2910,1024,639,347,7368,682,2017
76226,"$25,000 under $50,000",1380,2296,1955,1041,25603,2775,2017
76226,"$50,000 under $75,000",1110,3438,3370,1745,41681,5224,2017
76226,"$75,000 under $100,000",1200,5526,5146,2799,70371,9404,2017
76226,"$100,000 under $200,000",4240,29866,31465,16383,448973,75032,2017
76226,"$200,000 or more",2770,32098,32209,30438,1162979,319326,2017
,,,,,,,,2017
76227,,16720,34386,43558,23549,863746,148434,2017
76227,"$1 under $25,000",4270,968,1041,499,11098,1004,2017
76227,"$25,000 under $50,000",3430,3199,3946,2057,64404,6618,2017
76227,"$50,000 under $75,000",2800,6139,7445,3531,107675,12908,2017
76227,"$75,000 under $100,000",2300,6249,8380,3658,135815,17508,2017
76227,"$100,000 under $200,000",3300,13421,17565,8369,329222,53585,2017
76227,"$200,000 or more",620,4410,5181,5435,215532,56811,2017
,,,,,,,,2017
76228,,420,175,247,304,15008,2344,2017
76228,"$1 under $25,000",140,0,0,0,233,21,2017
76228,"$25,000 under $50,000",100,0,115,0,1933,198,2017
76228,"$50,000 under $75,000",80,104,0,178,3115,368,2017
76228,"$75,000 under $100,000",40,0,132,0,2582,336,2017
76228,"$100,000 under $200,000",60,71,0,126,7145,1421,2017
76228,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76230,,4080,2508,3252,4042,141864,22013,2017
76230,"$1 under $25,000",1530,205,217,198,3284,323,2017
76230,"$25,000 under $50,000",970,250,340,507,16705,1687,2017
76230,"$50,000 under $75,000",600,319,490,399,22486,2615,2017
76230,"$75,000 under $100,000",460,509,661,939,27126,3415,2017
76230,"$100,000 under $200,000",430,793,1114,1198,43259,6967,2017
76230,"$200,000 or more",90,432,430,801,29004,7006,2017
,,,,,,,,2017
76233,,1570,1295,2044,1703,69421,11847,2017
76233,"$1 under $25,000",490,104,0,0,1239,117,2017
76233,"$25,000 under $50,000",390,147,300,177,6826,698,2017
76233,"$50,000 under $75,000",240,141,236,161,9350,1140,2017
76233,"$75,000 under $100,000",180,240,351,257,10901,1365,2017
76233,"$100,000 under $200,000",220,454,834,650,22412,3640,2017
76233,"$200,000 or more",50,209,323,458,18693,4887,2017
,,,,,,,,2017
76234,,8060,10581,14946,14995,419058,76284,2017
76234,"$1 under $25,000",2480,419,466,311,6355,595,2017
76234,"$25,000 under $50,000",1780,754,983,709,31384,3286,2017
76234,"$50,000 under $75,000",1180,1155,1906,1377,44850,5318,2017
76234,"$75,000 under $100,000",870,1537,2284,1704,51903,6768,2017
76234,"$100,000 under $200,000",1340,4162,6276,4895,137730,22687,2017
76234,"$200,000 or more",410,2554,3031,5999,146836,37630,2017
,,,,,,,,2017
76238,,240,175,242,196,11029,1670,2017
76238,"$1 under $25,000",70,0,0,0,125,0,2017
76238,"$25,000 under $50,000",50,0,0,0,785,87,2017
76238,"$50,000 under $75,000",30,0,0,0,1163,140,2017
76238,"$75,000 under $100,000",40,0,0,0,2277,276,2017
76238,"$100,000 under $200,000",50,175,242,196,6679,1167,2017
76238,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76239,,490,330,336,655,21969,3731,2017
76239,"$1 under $25,000",160,0,0,0,383,37,2017
76239,"$25,000 under $50,000",110,0,0,0,2072,209,2017
76239,"$50,000 under $75,000",80,125,146,249,3335,416,2017
76239,"$75,000 under $100,000",60,0,0,0,3194,372,2017
76239,"$100,000 under $200,000",80,205,190,406,12985,2697,2017
76239,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76240,,11630,9375,9389,11642,461978,82984,2017
76240,"$1 under $25,000",4290,367,306,257,10238,947,2017
76240,"$25,000 under $50,000",3130,897,906,842,54423,5447,2017
76240,"$50,000 under $75,000",1690,1176,1349,1122,64989,7731,2017
76240,"$75,000 under $100,000",990,1179,1405,1276,59077,7590,2017
76240,"$100,000 under $200,000",1180,3168,3411,3328,119068,19082,2017
76240,"$200,000 or more",350,2588,2012,4817,154183,42187,2017
,,,,,,,,2017
76244,,32020,85828,86102,57961,1748317,295525,2017
76244,"$1 under $25,000",8440,1848,1695,926,21778,1992,2017
76244,"$25,000 under $50,000",5580,5374,5339,3233,102183,10357,2017
76244,"$50,000 under $75,000",4540,10451,10530,5794,174202,20819,2017
76244,"$75,000 under $100,000",3940,13334,14096,7937,231621,30168,2017
76244,"$100,000 under $200,000",7910,41766,42449,26436,803574,132317,2017
76244,"$200,000 or more",1610,13055,11993,13635,414959,99872,2017
,,,,,,,,2017
76245,,850,860,949,869,35887,6474,2017
76245,"$1 under $25,000",310,0,0,0,576,51,2017
76245,"$25,000 under $50,000",230,95,98,130,3856,402,2017
76245,"$50,000 under $75,000",100,91,115,131,3944,489,2017
76245,"$75,000 under $100,000",80,117,128,0,4707,616,2017
76245,"$100,000 under $200,000",90,210,255,319,9596,1537,2017
76245,"$200,000 or more",40,347,353,289,13208,3379,2017
,,,,,,,,2017
76247,,7060,10506,14848,9552,344438,57954,2017
76247,"$1 under $25,000",2050,299,350,148,5726,535,2017
76247,"$25,000 under $50,000",1460,800,1211,538,26445,2724,2017
76247,"$50,000 under $75,000",1090,1403,1923,1078,41307,4864,2017
76247,"$75,000 under $100,000",850,1681,2297,1401,50742,6542,2017
76247,"$100,000 under $200,000",1350,4731,6823,3782,136863,22401,2017
76247,"$200,000 or more",260,1592,2244,2605,83355,20888,2017
,,,,,,,,2017
76248,,17910,84384,73688,63381,1860084,402159,2017
76248,"$1 under $25,000",4400,1031,960,379,11093,1026,2017
76248,"$25,000 under $50,000",2120,2290,1828,1321,41889,4662,2017
76248,"$50,000 under $75,000",1690,4313,3496,2289,65780,8291,2017
76248,"$75,000 under $100,000",1520,5920,5154,3612,90527,12409,2017
76248,"$100,000 under $200,000",4830,33421,30371,20111,524592,89359,2017
76248,"$200,000 or more",3350,37409,31879,35669,1126203,286412,2017
,,,,,,,,2017
76249,,4110,4939,6872,5162,193412,27955,2017
76249,"$1 under $25,000",1170,289,322,103,3224,309,2017
76249,"$25,000 under $50,000",950,511,737,330,17219,1786,2017
76249,"$50,000 under $75,000",690,900,1269,554,27061,3222,2017
76249,"$75,000 under $100,000",500,770,1252,661,29574,3740,2017
76249,"$100,000 under $200,000",690,1893,2717,1778,69865,11340,2017
76249,"$200,000 or more",110,576,575,1736,46469,7558,2017
,,,,,,,,2017
76250,,570,821,768,819,33578,5681,2017
76250,"$1 under $25,000",140,0,0,0,315,32,2017
76250,"$25,000 under $50,000",110,0,162,0,2352,259,2017
76250,"$50,000 under $75,000",90,160,0,110,3682,425,2017
76250,"$75,000 under $100,000",60,107,109,104,3762,487,2017
76250,"$100,000 under $200,000",140,392,497,378,14710,2386,2017
76250,"$200,000 or more",30,162,0,227,8757,2092,2017
,,,,,,,,2017
76251,,320,204,324,371,10900,1542,2017
76251,"$1 under $25,000",100,0,0,0,163,13,2017
76251,"$25,000 under $50,000",70,0,0,0,1238,117,2017
76251,"$50,000 under $75,000",60,103,0,133,1850,193,2017
76251,"$75,000 under $100,000",40,0,324,0,2239,297,2017
76251,"$100,000 under $200,000",50,101,0,238,5410,922,2017
76251,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76252,,1430,1869,1402,2312,77466,13854,2017
76252,"$1 under $25,000",470,77,0,81,1320,126,2017
76252,"$25,000 under $50,000",280,177,190,136,5163,534,2017
76252,"$50,000 under $75,000",200,172,177,201,8305,1004,2017
76252,"$75,000 under $100,000",150,220,203,194,8927,1124,2017
76252,"$100,000 under $200,000",250,691,587,628,25473,3952,2017
76252,"$200,000 or more",80,532,245,1072,28278,7114,2017
,,,,,,,,2017
76255,,2210,1313,1460,2273,76590,12958,2017
76255,"$1 under $25,000",890,45,0,62,1932,185,2017
76255,"$25,000 under $50,000",550,158,232,275,9524,1009,2017
76255,"$50,000 under $75,000",320,196,205,229,12235,1443,2017
76255,"$75,000 under $100,000",180,162,254,169,10112,1290,2017
76255,"$100,000 under $200,000",210,507,554,640,20910,3391,2017
76255,"$200,000 or more",60,245,215,898,21877,5640,2017
,,,,,,,,2017
76258,,3200,4270,6044,5088,187658,37672,2017
76258,"$1 under $25,000",1050,148,128,104,2682,239,2017
76258,"$25,000 under $50,000",750,278,364,301,12089,1179,2017
76258,"$50,000 under $75,000",450,444,653,435,17041,1984,2017
76258,"$75,000 under $100,000",280,479,805,425,16671,2165,2017
76258,"$100,000 under $200,000",460,1458,2279,1691,47404,7896,2017
76258,"$200,000 or more",210,1463,1815,2132,91771,24209,2017
,,,,,,,,2017
76259,,2610,3284,5051,3076,142630,25372,2017
76259,"$1 under $25,000",740,105,148,0,1877,166,2017
76259,"$25,000 under $50,000",550,314,407,182,10241,1039,2017
76259,"$50,000 under $75,000",430,456,690,285,16747,1948,2017
76259,"$75,000 under $100,000",330,553,878,428,20022,2489,2017
76259,"$100,000 under $200,000",440,1250,1971,1376,43857,7140,2017
76259,"$200,000 or more",120,606,957,805,49886,12590,2017
,,,,,,,,2017
76262,,18040,90939,78641,93198,2518976,615372,2017
76262,"$1 under $25,000",4270,1463,1227,467,11874,1084,2017
76262,"$25,000 under $50,000",2620,2387,2210,1488,52232,5678,2017
76262,"$50,000 under $75,000",2020,3846,3932,2431,81781,10589,2017
76262,"$75,000 under $100,000",1650,5822,5777,3504,98895,13492,2017
76262,"$100,000 under $200,000",4470,28836,29415,17220,472587,79999,2017
76262,"$200,000 or more",3010,48585,36080,68088,1801607,504530,2017
,,,,,,,,2017
76264,,690,583,783,505,26548,4226,2017
76264,"$1 under $25,000",240,41,0,42,576,54,2017
76264,"$25,000 under $50,000",170,0,0,0,3334,359,2017
76264,"$50,000 under $75,000",100,64,274,115,3737,443,2017
76264,"$75,000 under $100,000",70,97,0,0,4042,552,2017
76264,"$100,000 under $200,000",110,381,509,348,14859,2818,2017
76264,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76265,,710,423,444,728,31211,4515,2017
76265,"$1 under $25,000",260,54,0,0,515,47,2017
76265,"$25,000 under $50,000",160,0,0,0,2996,315,2017
76265,"$50,000 under $75,000",100,0,0,0,3983,471,2017
76265,"$75,000 under $100,000",80,89,151,190,4933,624,2017
76265,"$100,000 under $200,000",90,280,293,538,8478,1309,2017
76265,"$200,000 or more",20,0,0,0,10306,1749,2017
,,,,,,,,2017
76266,,7350,7063,11622,8101,332564,54988,2017
76266,"$1 under $25,000",2180,250,326,208,6326,579,2017
76266,"$25,000 under $50,000",1830,762,1155,645,33707,3500,2017
76266,"$50,000 under $75,000",1190,1114,1820,994,46755,5686,2017
76266,"$75,000 under $100,000",790,979,1775,943,47936,6233,2017
76266,"$100,000 under $200,000",1140,2808,4866,2932,116531,19409,2017
76266,"$200,000 or more",220,1150,1680,2379,81309,19581,2017
,,,,,,,,2017
76270,,950,1090,1457,1176,46571,8288,2017
76270,"$1 under $25,000",280,0,0,0,669,71,2017
76270,"$25,000 under $50,000",200,214,239,136,3353,349,2017
76270,"$50,000 under $75,000",170,91,150,90,6590,834,2017
76270,"$75,000 under $100,000",100,153,231,173,5986,783,2017
76270,"$100,000 under $200,000",160,401,837,777,16250,2706,2017
76270,"$200,000 or more",40,231,0,0,13723,3545,2017
,,,,,,,,2017
76271,,790,1119,1330,752,36899,6528,2017
76271,"$1 under $25,000",230,0,0,0,597,52,2017
76271,"$25,000 under $50,000",190,119,109,75,3160,332,2017
76271,"$50,000 under $75,000",130,168,249,133,4964,627,2017
76271,"$75,000 under $100,000",90,141,215,81,5484,695,2017
76271,"$100,000 under $200,000",110,445,499,330,11223,1834,2017
76271,"$200,000 or more",40,246,258,133,11471,2988,2017
,,,,,,,,2017
76272,,2280,2784,3688,2738,126044,23121,2017
76272,"$1 under $25,000",710,96,128,0,1546,147,2017
76272,"$25,000 under $50,000",540,154,206,298,9153,937,2017
76272,"$50,000 under $75,000",360,283,407,278,13681,1639,2017
76272,"$75,000 under $100,000",220,388,502,293,13305,1735,2017
76272,"$100,000 under $200,000",350,1126,1524,1177,35590,5747,2017
76272,"$200,000 or more",100,737,921,692,52769,12916,2017
,,,,,,,,2017
76273,,4250,3167,4489,3656,162734,25849,2017
76273,"$1 under $25,000",1460,149,240,155,3463,335,2017
76273,"$25,000 under $50,000",1060,346,506,371,18902,1903,2017
76273,"$50,000 under $75,000",670,432,550,562,25903,3170,2017
76273,"$75,000 under $100,000",450,467,702,551,27298,3591,2017
76273,"$100,000 under $200,000",500,1150,1800,1329,50442,8294,2017
76273,"$200,000 or more",110,623,691,688,36726,8556,2017
,,,,,,,,2017
76301,,6250,1841,1156,3032,137925,24836,2017
76301,"$1 under $25,000",3470,75,0,62,8196,744,2017
76301,"$25,000 under $50,000",1720,142,244,286,29552,2999,2017
76301,"$50,000 under $75,000",580,214,247,299,22445,2772,2017
76301,"$75,000 under $100,000",230,189,154,228,14166,1998,2017
76301,"$100,000 under $200,000",180,321,248,550,17308,2850,2017
76301,"$200,000 or more",70,900,263,1607,46258,13473,2017
,,,,,,,,2017
76302,,5440,3273,2861,7873,198508,34080,2017
76302,"$1 under $25,000",2220,124,157,122,5395,473,2017
76302,"$25,000 under $50,000",1320,323,432,334,24184,2484,2017
76302,"$50,000 under $75,000",790,472,503,555,31345,3778,2017
76302,"$75,000 under $100,000",500,460,551,640,30338,3951,2017
76302,"$100,000 under $200,000",480,966,850,1327,48370,7829,2017
76302,"$200,000 or more",130,928,368,4895,58876,15565,2017
,,,,,,,,2017
76305,,2200,1092,1420,1633,77414,11894,2017
76305,"$1 under $25,000",750,77,0,80,1891,171,2017
76305,"$25,000 under $50,000",590,105,195,167,10648,1124,2017
76305,"$50,000 under $75,000",340,194,271,225,13231,1603,2017
76305,"$75,000 under $100,000",240,201,235,277,14695,1877,2017
76305,"$100,000 under $200,000",240,400,719,579,24695,4032,2017
76305,"$200,000 or more",40,115,0,305,12254,3087,2017
,,,,,,,,2017
76306,,6140,1151,1332,2094,133845,17025,2017
76306,"$1 under $25,000",2730,76,106,115,7169,642,2017
76306,"$25,000 under $50,000",1790,178,269,335,32397,3221,2017
76306,"$50,000 under $75,000",840,309,293,398,33912,4182,2017
76306,"$75,000 under $100,000",440,260,285,510,27159,3529,2017
76306,"$100,000 under $200,000",340,328,379,736,33208,5451,2017
76306,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76308,,9270,12892,8959,28800,474732,88245,2017
76308,"$1 under $25,000",3340,463,282,301,9377,828,2017
76308,"$25,000 under $50,000",2210,915,761,915,43119,4621,2017
76308,"$50,000 under $75,000",1230,1128,827,1064,49586,6344,2017
76308,"$75,000 under $100,000",810,1178,1147,1386,49106,6441,2017
76308,"$100,000 under $200,000",1200,4090,3216,5125,122807,20084,2017
76308,"$200,000 or more",480,5118,2726,20009,200737,49927,2017
,,,,,,,,2017
76309,,5780,4618,3291,6948,223777,41282,2017
76309,"$1 under $25,000",2430,168,120,172,6153,560,2017
76309,"$25,000 under $50,000",1470,335,210,395,25860,2671,2017
76309,"$50,000 under $75,000",670,497,440,721,26296,3178,2017
76309,"$75,000 under $100,000",460,571,536,784,27947,3645,2017
76309,"$100,000 under $200,000",560,1542,1199,2310,58271,9480,2017
76309,"$200,000 or more",190,1505,786,2566,79250,21748,2017
,,,,,,,,2017
76310,,8530,8548,8855,10785,376344,62083,2017
76310,"$1 under $25,000",2620,292,278,184,7058,636,2017
76310,"$25,000 under $50,000",1980,791,738,728,37548,3933,2017
76310,"$50,000 under $75,000",1320,1054,1199,979,53026,6521,2017
76310,"$75,000 under $100,000",1080,1324,1501,1509,65837,8454,2017
76310,"$100,000 under $200,000",1250,3315,3646,3684,126032,20256,2017
76310,"$200,000 or more",280,1772,1493,3701,86843,22283,2017
,,,,,,,,2017
76311,,1350,211,393,268,24710,2753,2017
76311,"$1 under $25,000",720,0,0,0,2913,282,2017
76311,"$25,000 under $50,000",320,0,0,102,5037,407,2017
76311,"$50,000 under $75,000",170,119,0,0,5873,548,2017
76311,"$75,000 under $100,000",80,0,393,166,4835,548,2017
76311,"$100,000 under $200,000",60,92,0,0,6052,968,2017
76311,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76351,,810,412,449,733,28797,3977,2017
76351,"$1 under $25,000",300,0,0,0,538,48,2017
76351,"$25,000 under $50,000",190,0,0,0,3389,348,2017
76351,"$50,000 under $75,000",140,144,162,231,5100,581,2017
76351,"$75,000 under $100,000",80,0,0,0,4302,527,2017
76351,"$100,000 under $200,000",80,268,287,502,7492,1172,2017
76351,"$200,000 or more",20,0,0,0,7976,1301,2017
,,,,,,,,2017
76354,,5010,2728,2701,3204,164528,23985,2017
76354,"$1 under $25,000",1860,144,92,111,4613,423,2017
76354,"$25,000 under $50,000",1200,222,221,189,22187,2308,2017
76354,"$50,000 under $75,000",770,397,463,437,30429,3708,2017
76354,"$75,000 under $100,000",560,557,574,684,33855,4338,2017
76354,"$100,000 under $200,000",550,1168,1121,1284,55736,8916,2017
76354,"$200,000 or more",70,240,230,499,17708,4292,2017
,,,,,,,,2017
76357,,280,235,0,184,9384,1390,2017
76357,"$1 under $25,000",90,0,0,0,234,20,2017
76357,"$25,000 under $50,000",70,0,0,0,1158,113,2017
76357,"$50,000 under $75,000",50,235,0,0,1786,219,2017
76357,"$75,000 under $100,000",30,0,0,184,1604,218,2017
76357,"$100,000 under $200,000",40,0,0,0,4602,820,2017
76357,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76360,,1180,232,203,373,33623,4908,2017
76360,"$1 under $25,000",480,60,0,0,1137,105,2017
76360,"$25,000 under $50,000",320,0,0,190,6055,640,2017
76360,"$50,000 under $75,000",170,61,0,0,6465,782,2017
76360,"$75,000 under $100,000",100,0,203,0,5833,715,2017
76360,"$100,000 under $200,000",90,111,0,183,8831,1463,2017
76360,"$200,000 or more",20,0,0,0,5302,1203,2017
,,,,,,,,2017
76363,,130,0,0,0,2124,245,2017
76363,"$1 under $25,000",60,0,0,0,0,0,2017
76363,"$25,000 under $50,000",40,0,0,0,844,88,2017
76363,"$50,000 under $75,000",30,0,0,0,1280,157,2017
76363,"$75,000 under $100,000",0,0,0,0,0,0,2017
76363,"$100,000 under $200,000",0,0,0,0,0,0,2017
76363,"$200,000 or more",0,0,0,0,0,0,2017
,,,,,,,,2017
76365,,2060,913,1023,1641,73095,10673,2017
76365,"$1 under $25,000",730,0,0,0,1789,174,2017
76365,"$25,000 under $50,000",470,117,138,210,8768,932,2017
76365,"$50,000 under $75,000",320,129,149,207,12777,1481,2017
76365,"$75,000 under $100,000",250,154,197,330,15098,1905,2017
76365,"$100,000 under $200,000",250,342,382,559,24320,3867,2017
76365,"$200,000 or more",40,171,157,335,10343,2314,2017
,,,,,,,,2017
76366,,930,770,695,944,37749,6117,2017
76366,"$1 under $25,000",320,0,0,0,848,75,2017
76366,"$25,000 under $50,000",230,116,0,245,4297,444,2017
76366,"$50,000 under $75,000",120,0,199,0,4671,523,2017
76366,"$75,000 under $100,000",90,116,0,84,5464,713,2017
76366,"$100,000 under $200,000",130,338,344,317,12613,1979,2017
76366,"$200,000 or more",40,200,152,298,9856,2383,2017
,,,,,,,,2017
76367,,4290,2289,2683,3181,151932,21971,2017
76367,"$1 under $25,000",1390,132,147,132,3637,332,2017
76367,"$25,000 under $50,000",1060,211,255,291,19678,2071,2017
76367,"$50,000 under $75,000",740,401,467,468,29697,3594,2017
76367,"$75,000 under $100,000",510,430,516,626,31085,3843,2017
76367,"$100,000 under $200,000",540,863,1120,1091,53382,8441,2017
76367,"$200,000 or more",50,252,178,573,14453,3690,2017
,,,,,,,,2017
76371,,650,99,0,324,19740,2876,2017
76371,"$1 under $25,000",260,0,0,0,541,44,2017
76371,"$25,000 under $50,000",180,0,0,0,2949,291,2017
76371,"$50,000 under $75,000",100,0,0,144,3513,399,2017
76371,"$75,000 under $100,000",50,99,0,0,3457,447,2017
