Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
75964,,7263,1460,3522,3999,141297,20130
75964,"$1 under $25,000",3832,106,189,142,7764,628
75964,"$25,000 under $50,000",1930,218,550,533,30464,2767
75964,"$50,000 under $75,000",748,300,792,698,28753,3304
75964,"$75,000 under $100,000",388,306,712,802,23342,2951
75964,"$100,000 under $200,000",304,381,941,1157,30329,5171
75964,"$200,000 or more",61,149,338,667,20645,5309
,,,,,,,
75965,,6818,4955,8635,10206,277149,49975
75965,"$1 under $25,000",2899,219,352,254,7814,657
75965,"$25,000 under $50,000",1419,508,910,825,28117,3041
75965,"$50,000 under $75,000",890,627,1241,1072,36250,4419
75965,"$75,000 under $100,000",618,681,1466,1245,38550,5082
75965,"$100,000 under $200,000",779,1689,3060,3305,81941,14114
75965,"$200,000 or more",213,1231,1606,3505,84477,22662
,,,,,,,
75966,,1727,303,624,1077,36671,5021
75966,"$1 under $25,000",868,21,0,89,1574,138
75966,"$25,000 under $50,000",390,65,169,187,6678,641
75966,"$50,000 under $75,000",233,59,114,188,8941,1074
75966,"$75,000 under $100,000",128,66,147,266,7350,966
75966,"$100,000 under $200,000",108,92,194,347,12128,2202
75966,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75968,,723,113,257,256,20650,2831
75968,"$1 under $25,000",300,0,0,0,553,44
75968,"$25,000 under $50,000",178,0,0,0,3402,353
75968,"$50,000 under $75,000",110,58,170,120,4346,486
75968,"$75,000 under $100,000",74,0,0,0,4307,528
75968,"$100,000 under $200,000",61,55,87,136,8042,1420
75968,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75969,,1517,378,655,826,40661,6028
75969,"$1 under $25,000",661,0,99,0,1749,150
75969,"$25,000 under $50,000",405,63,0,167,7557,736
75969,"$50,000 under $75,000",226,75,159,204,8762,1039
75969,"$75,000 under $100,000",141,100,173,185,8471,1079
75969,"$100,000 under $200,000",84,140,224,270,14122,3024
75969,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75972,,2701,568,1046,2136,63853,10487
75972,"$1 under $25,000",1373,92,0,123,2900,250
75972,"$25,000 under $50,000",720,100,395,300,12272,1245
75972,"$50,000 under $75,000",314,99,298,293,12508,1521
75972,"$75,000 under $100,000",123,42,0,167,7701,1069
75972,"$100,000 under $200,000",129,124,353,515,12502,2176
75972,"$200,000 or more",42,111,0,738,15970,4226
,,,,,,,
75973,,1040,276,567,975,34487,5220
75973,"$1 under $25,000",441,0,136,0,1041,91
75973,"$25,000 under $50,000",256,101,0,180,4800,478
75973,"$50,000 under $75,000",151,0,190,145,5925,688
75973,"$75,000 under $100,000",78,42,0,159,4725,600
75973,"$100,000 under $200,000",91,133,241,491,9771,1588
75973,"$200,000 or more",23,0,0,0,8225,1775
,,,,,,,
75974,,1200,186,505,705,31695,4692
75974,"$1 under $25,000",556,0,0,0,1215,100
75974,"$25,000 under $50,000",304,38,0,106,5044,466
75974,"$50,000 under $75,000",144,25,283,297,5575,617
75974,"$75,000 under $100,000",89,39,0,0,5272,665
75974,"$100,000 under $200,000",107,84,222,302,14589,2844
75974,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75975,,1424,279,776,815,32783,4491
75975,"$1 under $25,000",667,24,0,0,1477,125
75975,"$25,000 under $50,000",354,34,166,219,5823,572
75975,"$50,000 under $75,000",189,52,181,165,7652,927
75975,"$75,000 under $100,000",119,68,163,168,7290,948
75975,"$100,000 under $200,000",95,101,266,263,10541,1919
75975,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75977,,274,10,0,43,4860,637
75977,"$1 under $25,000",157,10,0,43,289,23
75977,"$25,000 under $50,000",60,0,0,0,977,89
75977,"$50,000 under $75,000",57,0,0,0,3594,525
75977,"$75,000 under $100,000",0,0,0,0,0,0
75977,"$100,000 under $200,000",0,0,0,0,0,0
75977,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75979,,3229,1061,1897,2494,88498,13731
75979,"$1 under $25,000",1492,74,0,102,2970,258
75979,"$25,000 under $50,000",806,141,484,344,14365,1428
75979,"$50,000 under $75,000",428,184,338,399,16828,2023
75979,"$75,000 under $100,000",253,157,349,370,15424,2007
75979,"$100,000 under $200,000",200,278,475,543,20472,3502
75979,"$200,000 or more",50,227,251,736,18439,4513
,,,,,,,
75980,,985,194,339,288,24255,3411
75980,"$1 under $25,000",432,39,120,63,914,85
75980,"$25,000 under $50,000",257,0,0,0,4597,467
75980,"$50,000 under $75,000",156,45,0,119,6225,743
75980,"$75,000 under $100,000",74,59,219,0,4475,601
75980,"$100,000 under $200,000",66,51,0,106,8044,1515
75980,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76001,,13835,20950,34393,21456,560985,92195
76001,"$1 under $25,000",4698,891,1649,537,11379,913
76001,"$25,000 under $50,000",3157,2629,4913,2101,57566,5377
76001,"$50,000 under $75,000",1999,3442,6190,2900,78531,9310
76001,"$75,000 under $100,000",1492,3658,6197,3355,90081,11950
76001,"$100,000 under $200,000",2139,7949,12601,9136,216600,37011
76001,"$200,000 or more",350,2381,2843,3427,106828,27634
,,,,,,,
76002,,13738,18110,39197,17273,435941,59662
76002,"$1 under $25,000",4589,1172,2606,651,11264,856
76002,"$25,000 under $50,000",3364,3509,7616,2644,59859,5186
76002,"$50,000 under $75,000",2399,4480,9755,4030,90385,10159
76002,"$75,000 under $100,000",1748,4193,9061,3801,103042,13129
76002,"$100,000 under $200,000",1554,4451,9597,5616,149336,24787
76002,"$200,000 or more",84,305,562,531,22055,5545
,,,,,,,
76006,,12737,10893,14056,11861,454307,82214
76006,"$1 under $25,000",5513,428,575,352,18915,1372
76006,"$25,000 under $50,000",3914,878,1381,1356,83607,8786
76006,"$50,000 under $75,000",1329,1358,2024,1308,57941,8227
76006,"$75,000 under $100,000",675,1221,1774,1196,43688,6805
76006,"$100,000 under $200,000",910,3578,4876,3331,98689,18007
76006,"$200,000 or more",396,3430,3426,4318,151467,39017
,,,,,,,
76008,,6307,19497,31597,21202,568716,122381
76008,"$1 under $25,000",1684,591,929,214,3588,318
76008,"$25,000 under $50,000",886,952,1611,609,16307,1653
76008,"$50,000 under $75,000",691,1476,2590,775,26732,3268
76008,"$75,000 under $100,000",683,2137,3588,1417,40149,5122
76008,"$100,000 under $200,000",1592,7562,12955,5688,167529,29084
76008,"$200,000 or more",771,6779,9924,12499,314411,82936
,,,,,,,
76009,,8325,3702,8325,5294,228804,33825
76009,"$1 under $25,000",3446,266,612,182,8505,729
76009,"$25,000 under $50,000",2242,565,1402,543,38725,3664
76009,"$50,000 under $75,000",1267,792,1865,922,49681,5843
76009,"$75,000 under $100,000",702,749,1825,1113,42809,5552
76009,"$100,000 under $200,000",592,1005,2271,1695,59827,10179
76009,"$200,000 or more",76,325,350,839,29257,7858
,,,,,,,
76010,,21542,2949,6719,4494,242042,29291
76010,"$1 under $25,000",13342,424,946,442,25296,1685
76010,"$25,000 under $50,000",5995,1090,3076,1393,87103,6901
76010,"$50,000 under $75,000",1447,635,1589,969,55495,6335
76010,"$75,000 under $100,000",476,394,598,605,29512,3984
76010,"$100,000 under $200,000",249,279,510,854,24790,4320
76010,"$200,000 or more",33,127,0,231,19846,6066
,,,,,,,
76011,,10436,4043,5744,5732,220490,37790
76011,"$1 under $25,000",5888,189,387,233,15161,1096
76011,"$25,000 under $50,000",2945,529,1009,873,55057,5451
76011,"$50,000 under $75,000",826,663,1184,610,35002,4814
76011,"$75,000 under $100,000",313,468,739,549,20314,3116
76011,"$100,000 under $200,000",343,945,1457,1019,36749,6785
76011,"$200,000 or more",121,1249,968,2448,58207,16528
,,,,,,,
76012,,12830,16367,22453,20063,610062,114406
76012,"$1 under $25,000",4929,730,971,479,12111,953
76012,"$25,000 under $50,000",2862,1612,2536,1479,54831,5719
76012,"$50,000 under $75,000",1569,2147,3413,2011,64597,8493
76012,"$75,000 under $100,000",1153,2589,3666,2336,72211,10191
76012,"$100,000 under $200,000",1774,5685,8250,6656,189680,33750
76012,"$200,000 or more",543,3604,3617,7102,216632,55300
,,,,,,,
76013,,14627,12921,19113,18175,557571,98966
76013,"$1 under $25,000",6222,842,1293,623,18117,1456
76013,"$25,000 under $50,000",3376,1633,2701,1668,68238,7177
76013,"$50,000 under $75,000",1868,2091,3435,2487,76873,10123
76013,"$75,000 under $100,000",1252,1968,3086,2552,79145,11173
76013,"$100,000 under $200,000",1541,4290,6266,5894,161997,28334
76013,"$200,000 or more",368,2097,2332,4951,153201,40703
,,,,,,,
76014,,15247,3284,7232,5164,247698,30670
76014,"$1 under $25,000",7921,429,1010,378,18080,1284
76014,"$25,000 under $50,000",4709,1155,2863,1663,79628,6971
76014,"$50,000 under $75,000",1610,733,1716,1198,63809,7563
76014,"$75,000 under $100,000",592,404,887,873,36652,5025
76014,"$100,000 under $200,000",387,563,756,1052,38693,6638
76014,"$200,000 or more",28,0,0,0,10836,3189
,,,,,,,
76015,,8281,4447,7353,6749,252172,41208
76015,"$1 under $25,000",3493,319,565,236,9412,762
76015,"$25,000 under $50,000",2331,875,1499,1105,45774,4601
76015,"$50,000 under $75,000",1133,868,1635,1251,46838,6178
76015,"$75,000 under $100,000",643,698,1257,1158,41372,6017
76015,"$100,000 under $200,000",582,1120,1823,1882,61300,10905
76015,"$200,000 or more",99,567,574,1117,47476,12745
,,,,,,,
76016,,14955,26477,36620,31806,868536,167028
76016,"$1 under $25,000",4597,1130,1405,627,12391,1063
76016,"$25,000 under $50,000",2949,2458,3828,1745,59466,6173
76016,"$50,000 under $75,000",2221,3384,5654,3026,89307,11250
76016,"$75,000 under $100,000",1701,3558,5376,3536,106286,14566
76016,"$100,000 under $200,000",2672,9326,12996,10557,282114,49304
76016,"$200,000 or more",815,6621,7361,12315,318972,84672
,,,,,,,
76017,,21763,26031,40201,31169,889638,152267
76017,"$1 under $25,000",7513,1207,2052,749,21178,1723
76017,"$25,000 under $50,000",5437,3502,6168,2972,105736,10604
76017,"$50,000 under $75,000",3329,4557,7905,4184,135334,17215
76017,"$75,000 under $100,000",2205,4128,6775,4527,136860,18872
76017,"$100,000 under $200,000",2716,8458,13106,10274,279265,48421
76017,"$200,000 or more",563,4179,4195,8463,211265,55432
,,,,,,,
76018,,12601,8236,17341,10816,326093,43626
76018,"$1 under $25,000",4963,639,1331,460,12475,925
76018,"$25,000 under $50,000",3642,2225,4883,2382,65898,5962
76018,"$50,000 under $75,000",1958,2172,4696,2638,78042,9330
76018,"$75,000 under $100,000",1071,1403,2960,1993,65128,8486
76018,"$100,000 under $200,000",914,1675,3269,2935,90848,15429
76018,"$200,000 or more",53,122,202,408,13702,3494
,,,,,,,
76020,,11463,11437,20611,11322,442678,74791
76020,"$1 under $25,000",4314,632,1039,384,10842,986
76020,"$25,000 under $50,000",2626,1242,2345,947,49488,5089
76020,"$50,000 under $75,000",1677,1654,3291,1393,67133,8310
76020,"$75,000 under $100,000",1223,1941,3613,1782,76081,10403
76020,"$100,000 under $200,000",1361,4143,7874,3849,139426,24123
76020,"$200,000 or more",262,1825,2449,2967,99708,25880
,,,,,,,
76021,,17842,24776,36016,24881,754820,125321
76021,"$1 under $25,000",5687,1194,1669,716,19299,1635
76021,"$25,000 under $50,000",4465,2673,4123,2192,94945,10328
76021,"$50,000 under $75,000",2564,4019,6302,3136,107730,14517
76021,"$75,000 under $100,000",1894,4453,6967,3924,118625,16924
76021,"$100,000 under $200,000",2746,9708,13913,9295,289817,51348
76021,"$200,000 or more",486,2729,3042,5618,124404,30569
,,,,,,,
76022,,7157,4531,8066,5148,218706,33227
76022,"$1 under $25,000",2658,336,590,253,8683,742
76022,"$25,000 under $50,000",2179,738,1552,862,44717,4708
76022,"$50,000 under $75,000",1116,1095,2135,1053,46864,6151
76022,"$75,000 under $100,000",577,794,1399,917,36784,5299
76022,"$100,000 under $200,000",552,1280,2131,1546,57459,10167
76022,"$200,000 or more",75,288,259,517,24199,6160
,,,,,,,
76023,,2543,1320,3204,1573,82431,13150
76023,"$1 under $25,000",978,83,223,33,2457,234
76023,"$25,000 under $50,000",639,166,495,206,11686,1183
76023,"$50,000 under $75,000",434,264,698,323,17253,2051
76023,"$75,000 under $100,000",236,242,609,228,14477,1910
76023,"$100,000 under $200,000",223,422,916,650,22115,3703
76023,"$200,000 or more",33,143,263,133,14443,4069
,,,,,,,
76028,,27051,35675,63779,39381,1179871,194068
76028,"$1 under $25,000",8712,1700,2568,912,23231,2050
76028,"$25,000 under $50,000",5908,3893,8004,3132,112184,11337
76028,"$50,000 under $75,000",4419,5921,11020,5202,174183,20835
76028,"$75,000 under $100,000",3303,6401,12318,6102,201895,26230
76028,"$100,000 under $200,000",4027,12980,23442,13852,403828,68226
76028,"$200,000 or more",682,4780,6427,10181,264550,65390
,,,,,,,
76031,,6685,3339,6351,5853,163344,23486
76031,"$1 under $25,000",3051,231,431,277,6191,529
76031,"$25,000 under $50,000",1724,480,974,761,29005,2722
76031,"$50,000 under $75,000",898,545,1163,1011,34600,4051
76031,"$75,000 under $100,000",495,709,1389,937,29950,3892
76031,"$100,000 under $200,000",447,1060,1975,2164,44043,7325
76031,"$200,000 or more",70,314,419,703,19555,4967
,,,,,,,
76033,,11120,7847,12843,12342,364274,59524
76033,"$1 under $25,000",4446,407,685,423,10145,904
76033,"$25,000 under $50,000",2884,1201,2050,1341,51856,5097
76033,"$50,000 under $75,000",1621,1261,2079,1764,63164,7384
76033,"$75,000 under $100,000",926,1283,2372,1705,56587,7377
76033,"$100,000 under $200,000",1014,2417,4134,3898,102924,17668
76033,"$200,000 or more",229,1278,1523,3211,79598,21094
,,,,,,,
76034,,11343,66552,78160,62874,1767199,432781
76034,"$1 under $25,000",2899,1415,1801,424,6743,609
76034,"$25,000 under $50,000",1136,2171,2272,894,22654,2547
76034,"$50,000 under $75,000",831,2787,3354,1527,31510,4155
76034,"$75,000 under $100,000",837,4329,4793,2483,47448,6305
76034,"$100,000 under $200,000",2820,21034,25604,12810,306140,54893
76034,"$200,000 or more",2820,34816,40336,44736,1352704,364272
,,,,,,,
76035,,721,1387,2492,1504,47687,9585
76035,"$1 under $25,000",214,107,284,72,527,49
76035,"$25,000 under $50,000",137,0,0,0,2562,268
76035,"$50,000 under $75,000",101,96,193,100,3950,494
76035,"$75,000 under $100,000",76,201,314,133,4475,608
76035,"$100,000 under $200,000",137,542,991,551,14374,2538
76035,"$200,000 or more",56,441,710,648,21799,5628
,,,,,,,
76036,,10323,10838,20527,12600,365588,56530
76036,"$1 under $25,000",3720,598,1090,324,9974,859
76036,"$25,000 under $50,000",2527,1722,3353,1328,46803,4618
76036,"$50,000 under $75,000",1578,1969,4086,1906,61676,7281
76036,"$75,000 under $100,000",1118,2182,4177,2304,68252,9046
76036,"$100,000 under $200,000",1204,3529,6505,4422,121792,20743
76036,"$200,000 or more",176,838,1316,2316,57091,13983
,,,,,,,
76039,,17490,14651,26301,15144,607609,94597
76039,"$1 under $25,000",5630,572,933,453,19243,1625
76039,"$25,000 under $50,000",5407,2107,3990,1877,118385,12853
76039,"$50,000 under $75,000",2932,2891,5415,2692,123802,16688
76039,"$75,000 under $100,000",1518,2450,4441,2168,97031,14363
76039,"$100,000 under $200,000",1732,5110,9111,5118,178707,31736
76039,"$200,000 or more",271,1521,2411,2836,70441,17332
,,,,,,,
76040,,13368,9750,17480,9145,347425,49292
76040,"$1 under $25,000",5736,467,803,401,17865,1273
76040,"$25,000 under $50,000",3825,1698,3121,1388,72701,7138
76040,"$50,000 under $75,000",1755,2305,4405,1762,71394,9184
76040,"$75,000 under $100,000",954,1857,3426,1702,59826,8421
76040,"$100,000 under $200,000",1008,2955,5057,3239,103235,17937
76040,"$200,000 or more",90,468,668,653,22404,5339
,,,,,,,
76041,,209,117,375,86,5907,775
76041,"$1 under $25,000",70,0,0,0,146,0
76041,"$25,000 under $50,000",60,0,0,86,1043,107
76041,"$50,000 under $75,000",79,117,375,0,4718,668
76041,"$75,000 under $100,000",0,0,0,0,0,0
76041,"$100,000 under $200,000",0,0,0,0,0,0
76041,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76043,,2938,1929,4931,3581,112228,17727
76043,"$1 under $25,000",1115,105,147,103,2497,231
76043,"$25,000 under $50,000",707,247,629,272,12713,1282
76043,"$50,000 under $75,000",388,280,806,401,15303,1785
76043,"$75,000 under $100,000",306,331,898,464,18268,2363
76043,"$100,000 under $200,000",349,642,1884,989,35983,6115
76043,"$200,000 or more",73,324,567,1352,27464,5951
,,,,,,,
76044,,1657,1019,2596,1608,60719,9624
76044,"$1 under $25,000",586,44,0,60,1255,110
76044,"$25,000 under $50,000",389,125,441,177,6978,690
76044,"$50,000 under $75,000",276,159,419,308,10877,1262
76044,"$75,000 under $100,000",170,162,493,216,10412,1309
76044,"$100,000 under $200,000",197,348,1029,492,20049,3384
76044,"$200,000 or more",39,181,214,355,11148,2869
,,,,,,,
76048,,9831,8426,15065,9719,373754,67526
76048,"$1 under $25,000",4140,535,961,478,10283,926
76048,"$25,000 under $50,000",2352,973,2115,1017,42649,4373
76048,"$50,000 under $75,000",1354,1088,2066,1200,54171,6721
76048,"$75,000 under $100,000",746,1064,2322,1104,45848,6228
76048,"$100,000 under $200,000",945,2804,4430,2860,98160,17030
76048,"$200,000 or more",294,1962,3171,3060,122643,32248
,,,,,,,
76049,,11860,15751,30611,20820,624865,113603
76049,"$1 under $25,000",3782,845,1547,572,8325,754
76049,"$25,000 under $50,000",2293,1504,3003,1296,42402,4449
76049,"$50,000 under $75,000",1807,1923,4242,1954,72396,9060
76049,"$75,000 under $100,000",1394,2507,5064,2560,86024,11811
76049,"$100,000 under $200,000",2056,5855,11880,7181,213453,36786
76049,"$200,000 or more",528,3117,4875,7257,202265,50743
,,,,,,,
76050,,2612,1988,4437,3061,102766,17128
76050,"$1 under $25,000",1002,127,0,75,2388,207
76050,"$25,000 under $50,000",583,242,694,247,10753,1045
76050,"$50,000 under $75,000",388,315,747,339,15400,1850
76050,"$75,000 under $100,000",278,333,847,430,17213,2221
76050,"$100,000 under $200,000",301,680,1740,1092,29808,4974
76050,"$200,000 or more",60,291,409,878,27204,6831
,,,,,,,
76051,,22737,42221,64246,40070,1278518,241054
76051,"$1 under $25,000",7053,1204,1931,542,20228,1759
76051,"$25,000 under $50,000",4647,2813,4373,1778,93249,10186
76051,"$50,000 under $75,000",2967,4709,7613,3293,124592,16985
76051,"$75,000 under $100,000",2236,5622,9135,3864,140960,20519
76051,"$100,000 under $200,000",4476,18525,28777,15175,479379,85743
76051,"$200,000 or more",1358,9348,12417,15418,420110,105862
,,,,,,,
76052,,6982,17055,31862,11974,385858,65613
76052,"$1 under $25,000",1561,410,791,170,4288,379
76052,"$25,000 under $50,000",1325,1539,2836,619,25052,2467
76052,"$50,000 under $75,000",1113,2353,4595,1248,42272,4889
76052,"$75,000 under $100,000",1020,3062,5749,1878,60166,7687
76052,"$100,000 under $200,000",1637,7600,14266,4981,166566,28352
76052,"$200,000 or more",326,2091,3625,3078,87514,21839
,,,,,,,
76053,,13788,8629,15915,9441,362970,52746
76053,"$1 under $25,000",5834,574,904,524,15677,1325
76053,"$25,000 under $50,000",3835,1446,2799,1581,73053,7524
76053,"$50,000 under $75,000",1942,1910,3775,1739,79108,10125
76053,"$75,000 under $100,000",1103,1762,3326,1815,68914,9518
76053,"$100,000 under $200,000",979,2496,4565,3169,98217,16969
76053,"$200,000 or more",95,441,546,613,28001,7285
,,,,,,,
76054,,6148,12655,18092,13003,343716,60988
76054,"$1 under $25,000",1705,449,587,313,4722,428
76054,"$25,000 under $50,000",1072,1173,1591,853,21390,2348
76054,"$50,000 under $75,000",907,1794,2667,1383,36509,4651
76054,"$75,000 under $100,000",783,2076,3103,1768,48554,6665
76054,"$100,000 under $200,000",1370,5265,7747,6086,143138,25047
76054,"$200,000 or more",311,1898,2397,2600,89403,21849
,,,,,,,
76055,,1095,377,859,663,27894,3964
76055,"$1 under $25,000",466,0,126,0,926,85
76055,"$25,000 under $50,000",305,83,0,106,4922,450
76055,"$50,000 under $75,000",145,81,202,119,5438,622
76055,"$75,000 under $100,000",99,78,184,123,6194,761
76055,"$100,000 under $200,000",80,135,347,315,10414,2046
76055,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76058,,7335,4382,8889,5060,208618,30462
76058,"$1 under $25,000",2960,272,578,172,6582,578
76058,"$25,000 under $50,000",1934,629,1507,600,34390,3387
76058,"$50,000 under $75,000",1080,795,1842,775,42425,4993
76058,"$75,000 under $100,000",665,912,1797,984,40774,5237
76058,"$100,000 under $200,000",628,1474,2811,1877,62008,10385
76058,"$200,000 or more",68,300,354,652,22439,5882
,,,,,,,
76059,,1926,1128,1520,3829,38978,5489
76059,"$1 under $25,000",1021,86,152,231,2014,160
76059,"$25,000 under $50,000",439,235,245,594,6997,677
76059,"$50,000 under $75,000",221,228,304,693,8357,949
76059,"$75,000 under $100,000",113,177,272,555,6488,836
76059,"$100,000 under $200,000",132,402,547,1756,15122,2867
76059,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76060,,3287,6090,8417,4908,141856,25035
76060,"$1 under $25,000",1193,220,280,96,2875,259
76060,"$25,000 under $50,000",750,511,807,399,13966,1445
76060,"$50,000 under $75,000",443,827,1254,697,17139,2112
76060,"$75,000 under $100,000",309,973,1374,720,18622,2422
76060,"$100,000 under $200,000",464,2491,3352,1854,47470,8218
76060,"$200,000 or more",128,1068,1350,1142,41784,10579
,,,,,,,
76061,,317,186,417,263,11083,1793
76061,"$1 under $25,000",128,0,0,43,335,28
76061,"$25,000 under $50,000",76,0,163,0,1507,157
76061,"$50,000 under $75,000",41,104,0,0,1513,178
76061,"$75,000 under $100,000",32,0,254,220,2072,293
76061,"$100,000 under $200,000",40,82,0,0,5656,1137
76061,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76063,,27871,62122,94182,52613,1531352,275191
76063,"$1 under $25,000",8737,1860,2829,958,22550,1924
76063,"$25,000 under $50,000",5609,5486,8631,3345,103829,10156
76063,"$50,000 under $75,000",3817,7938,12865,5338,147229,17288
76063,"$75,000 under $100,000",3145,9587,16049,6931,186860,24125
76063,"$100,000 under $200,000",5229,25202,39371,20751,528688,90025
76063,"$200,000 or more",1334,12049,14437,15290,542196,131673
,,,,,,,
76064,,804,775,1832,966,30224,4505
76064,"$1 under $25,000",245,0,0,0,538,46
76064,"$25,000 under $50,000",194,97,179,125,3356,304
76064,"$50,000 under $75,000",131,114,308,100,5020,584
76064,"$75,000 under $100,000",101,175,449,212,5994,741
76064,"$100,000 under $200,000",133,389,896,529,15316,2830
76064,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76065,,13597,21062,42731,20956,620105,101496
76065,"$1 under $25,000",4138,735,1155,395,10899,961
76065,"$25,000 under $50,000",2700,2073,3847,1335,49678,4833
76065,"$50,000 under $75,000",2115,3195,6517,2561,81985,9419
76065,"$75,000 under $100,000",1763,3966,8298,3269,105374,13139
76065,"$100,000 under $200,000",2462,8551,17895,8359,245638,40931
76065,"$200,000 or more",419,2542,5019,5037,126531,32213
,,,,,,,
76066,,1356,1029,1809,1215,53897,9510
76066,"$1 under $25,000",552,82,0,54,1315,124
76066,"$25,000 under $50,000",322,126,329,162,5987,596
76066,"$50,000 under $75,000",208,206,338,194,8083,945
76066,"$75,000 under $100,000",117,145,250,137,7244,961
76066,"$100,000 under $200,000",128,271,892,317,12910,2192
76066,"$200,000 or more",29,199,0,351,18358,4692
,,,,,,,
76067,,7892,2186,4158,3135,186092,26331
76067,"$1 under $25,000",3695,161,282,197,8670,797
76067,"$25,000 under $50,000",2132,352,688,468,38237,3806
76067,"$50,000 under $75,000",1060,383,828,548,42284,4982
76067,"$75,000 under $100,000",524,402,884,532,32427,4323
76067,"$100,000 under $200,000",411,614,1182,982,40718,6777
76067,"$200,000 or more",70,274,294,408,23756,5646
,,,,,,,
76070,,214,158,482,319,11285,1986
76070,"$1 under $25,000",62,46,0,0,130,14
76070,"$25,000 under $50,000",38,0,0,0,787,84
76070,"$50,000 under $75,000",33,0,0,0,1242,144
76070,"$75,000 under $100,000",24,0,0,0,1559,223
76070,"$100,000 under $200,000",57,112,482,319,7567,1521
76070,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76071,,1586,1507,3116,1513,55792,9005
76071,"$1 under $25,000",568,74,191,0,1429,133
76071,"$25,000 under $50,000",400,100,241,176,7377,719
76071,"$50,000 under $75,000",272,210,475,196,10587,1244
76071,"$75,000 under $100,000",136,271,521,277,8041,1054
76071,"$100,000 under $200,000",185,720,1417,864,18861,3229
76071,"$200,000 or more",25,132,271,0,9497,2626
,,,,,,,
76073,,2298,1852,4400,2628,84428,13350
76073,"$1 under $25,000",805,100,219,84,1863,177
76073,"$25,000 under $50,000",525,203,542,244,9698,1008
76073,"$50,000 under $75,000",382,319,737,351,14759,1709
76073,"$75,000 under $100,000",252,329,880,442,15008,1868
76073,"$100,000 under $200,000",297,722,1683,1009,29556,5000
76073,"$200,000 or more",37,179,339,498,13544,3588
,,,,,,,
76077,,265,148,414,158,8425,1239
76077,"$1 under $25,000",91,0,0,0,204,19
76077,"$25,000 under $50,000",75,84,267,0,1352,127
76077,"$50,000 under $75,000",57,0,0,158,2665,354
76077,"$75,000 under $100,000",0,0,0,0,0,0
76077,"$100,000 under $200,000",42,64,147,0,4204,739
76077,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76078,,3627,3509,8026,3224,138445,22163
76078,"$1 under $25,000",1175,157,392,92,3252,301
76078,"$25,000 under $50,000",908,405,1133,285,16437,1622
76078,"$50,000 under $75,000",640,641,1571,493,24633,2816
76078,"$75,000 under $100,000",419,671,1497,594,24956,3169
76078,"$100,000 under $200,000",424,1325,2840,1167,41957,7102
76078,"$200,000 or more",61,310,593,593,27210,7153
,,,,,,,
76082,,7599,5334,12003,5708,232301,34004
76082,"$1 under $25,000",2979,364,842,302,7423,685
76082,"$25,000 under $50,000",1782,707,1616,647,31637,3217
76082,"$50,000 under $75,000",1210,1102,2611,908,47348,5654
76082,"$75,000 under $100,000",760,1052,2330,1053,45664,5815
76082,"$100,000 under $200,000",779,1737,3979,2079,77014,13185
76082,"$200,000 or more",89,372,625,719,23215,5448
,,,,,,,
76084,,3166,1718,4550,1726,80848,10696
76084,"$1 under $25,000",1257,117,303,71,3033,251
76084,"$25,000 under $50,000",880,312,814,221,15270,1433
76084,"$50,000 under $75,000",499,417,1191,340,19202,2125
76084,"$75,000 under $100,000",296,362,971,498,17813,2267
76084,"$100,000 under $200,000",234,510,1271,596,25530,4620
76084,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76085,,4328,4628,9449,4262,167485,26577
76085,"$1 under $25,000",1552,230,463,132,3804,341
76085,"$25,000 under $50,000",904,465,881,325,16096,1627
76085,"$50,000 under $75,000",619,690,1585,568,24688,3015
76085,"$75,000 under $100,000",517,952,1889,777,31892,4183
76085,"$100,000 under $200,000",643,1870,3808,2084,65128,11100
76085,"$200,000 or more",93,421,823,376,25877,6311
,,,,,,,
76086,,9079,6176,10241,8213,308176,52463
76086,"$1 under $25,000",3865,459,612,433,9946,885
76086,"$25,000 under $50,000",2326,957,1674,954,43304,4442
76086,"$50,000 under $75,000",1325,1257,2197,1320,53340,6598
76086,"$75,000 under $100,000",731,1072,1943,1310,44861,6072
76086,"$100,000 under $200,000",681,1570,2855,2387,70495,12390
76086,"$200,000 or more",151,861,960,1809,86230,22076
,,,,,,,
76087,,11445,21163,35561,20122,621626,113250
76087,"$1 under $25,000",3699,843,1147,388,8763,812
76087,"$25,000 under $50,000",1962,1598,2745,1328,35987,3744
76087,"$50,000 under $75,000",1540,2490,4416,1770,60522,7461
